,Protons,Neutrons,Atomic Weight,Mass Excess,Binding Energy,Half-life
409,22,33,54.955265056,-41.670332MeV,8.516021MeV,1.3 s
410,22,34,55.958199639,-38.936785MeV,8.459266MeV,200 ms
411,22,35,56.963989137,-33.543903MeV,8.357848MeV,60 ms
412,22,36,57.96697,-30.767MeV,8.305MeV,59 ms
413,22,37,58.97293,-25.216MeV,8.207MeV,30 ms
414,22,38,59.97676,-21.648MeV,8.145MeV,22 ms
415,22,39,60.9832,-15.649MeV,8.046MeV,10 ms
416,22,40,61.98749,-11.653MeV,7.982MeV,10 ms
417,22,41,62.99442,-5.198MeV,7.881MeV,3 ms
418,23,17,40.01109,10.33MeV,7.363MeV,N/A
419,23,18,40.99978,-0.205MeV,7.637MeV,N/A
420,23,19,41.99123,-8.169MeV,7.837MeV,55 ns
421,23,20,42.98065,-18.024MeV,8.072MeV,800 ms
422,23,21,43.97411,-24.11638MeV,8.210463MeV,111 ms
423,23,22,44.965775808,-31.879629MeV,8.379887MeV,547 ms
424,23,23,45.960200481,-37.073013MeV,8.486079MeV,422.5 ms
425,23,24,46.95490894,-42.002051MeV,8.582127MeV,32.66666666667 m
426,23,25,47.952253707,-44.475385MeV,8.623013MeV,15.97349537037 d
427,23,26,48.948516101,-47.956943MeV,8.682806MeV,329.8611111111 d
428,23,27,49.947158485,-49.221554MeV,8.695869MeV,1.4×1017 y
429,23,28,50.943959507,-52.201383MeV,8.742051MeV,Stable
430,23,29,51.944775479,-51.44131MeV,8.714535MeV,3.743333333333 m
431,23,30,52.944337979,-51.848839MeV,8.710088MeV,1.6 m
432,23,31,53.946439854,-49.890954MeV,8.662002MeV,49.8 s
433,23,32,54.947233701,-49.151491MeV,8.637817MeV,6.54 s
434,23,33,55.950530966,-46.080109MeV,8.572855MeV,216 ms
435,23,34,56.952561432,-44.188742MeV,8.530874MeV,350 ms
436,23,35,57.956834136,-40.208743MeV,8.45433MeV,185 ms
437,23,36,58.960207407,-37.066562MeV,8.394581MeV,75 ms
438,23,37,59.965026862,-32.577268MeV,8.314372MeV,68 ms
439,23,38,60.96848,-29.361MeV,8.258MeV,47 ms
440,23,39,61.97378,-24.424MeV,8.175MeV,150 ns
441,23,40,62.97755,-20.912MeV,8.118MeV,17 ms
442,23,41,63.98347,-15.398MeV,8.032MeV,19 ms
443,23,42,64.98792,-11.252MeV,7.968MeV,10 ms
444,24,18,42.00643,5.99MeV,7.482MeV,13 ms
445,24,19,42.99771,-2.133MeV,7.684MeV,21.6 ms
446,24,20,43.985549,-13.461MeV,7.951MeV,53 ms
447,24,21,44.97964,-18.965218MeV,8.075515MeV,60.9 ms
448,24,22,45.968358635,-29.473742MeV,8.30387MeV,260 ms
449,24,23,46.962900046,-34.558385MeV,8.407106MeV,500 ms
450,24,24,47.954031716,-42.81918MeV,8.57221MeV,21.56111111111 h
451,24,25,48.951335721,-45.330484MeV,8.613239MeV,42.33333333333 m
452,24,26,49.946044205,-50.259499MeV,8.700981MeV,1.3×1018 y
453,24,27,50.944767431,-51.448807MeV,8.711954MeV,27.7025462963 d
454,24,28,51.940507472,-55.416933MeV,8.775944MeV,Stable
455,24,29,52.940649386,-55.284741MeV,8.760155MeV,Stable
456,24,30,53.938880395,-56.932545MeV,8.777914MeV,Stable
457,24,31,54.940839672,-55.107491MeV,8.731884MeV,3.496666666667 m
458,24,32,55.940653139,-55.281245MeV,8.723191MeV,5.933333333333 m
459,24,33,56.943613013,-52.52414MeV,8.663384MeV,21.1 s
460,24,34,57.944353129,-51.834726MeV,8.64129MeV,7 s
461,24,35,58.948586367,-47.89149MeV,8.564795MeV,460 ms
462,24,36,59.950076033,-46.503876MeV,8.533443MeV,570 ms
463,24,37,60.954717204,-42.180653MeV,8.454995MeV,270 ms
464,24,38,61.95661319,-40.414553MeV,8.420321MeV,190 ms
465,24,39,62.96186,-35.527MeV,8.337MeV,129 ms
466,24,40,63.96441,-33.152MeV,8.296MeV,43 ms
467,24,41,64.97016,-27.796MeV,8.211MeV,27 ms
468,24,42,65.97338,-24.796MeV,8.163MeV,10 ms
469,24,43,66.97955,-19.049MeV,8.075MeV,10 ms
470,25,19,44.00687,6.399MeV,7.481MeV,105 ns
471,25,20,44.99451,-5.114MeV,7.75MeV,70.00000000002 ns
472,25,21,45.98672,-12.37MeV,7.915MeV,34.62468098134 ms
473,25,22,46.9761,-22.263MeV,8.129MeV,100 ms
474,25,23,47.96852,-29.323431MeV,8.27475MeV,158.1 ms
475,25,24,48.959618005,-37.615586MeV,8.439826MeV,382 ms
476,25,25,49.95423823,-42.626814MeV,8.53268MeV,283.29 ms
477,25,26,50.948210787,-48.241341MeV,8.633723MeV,46.16666666667 m
478,25,27,51.945565464,-50.705444MeV,8.670294MeV,5.591435185185 d
479,25,28,52.941290117,-54.687904MeV,8.734133MeV,3.805175038052×106 y
480,25,29,53.940358854,-55.55537MeV,8.737923MeV,312.12 d
481,25,30,54.938045141,-57.71058MeV,8.764988MeV,Stable
482,25,31,55.93890491,-56.90971MeV,8.7383MeV,2.578888888889 h
483,25,32,56.938285378,-57.4868MeV,8.736723MeV,1.423333333333 m
484,25,33,57.939981549,-55.906827MeV,8.69801MeV,3 s
485,25,34,58.940440237,-55.479562MeV,8.680146MeV,4.59 s
486,25,35,59.942911246,-53.177832MeV,8.631637MeV,51 s
487,25,36,60.944652638,-51.555736MeV,8.595859MeV,670 ms
488,25,37,61.94842822,-48.038804MeV,8.530674MeV,880 ms
489,25,38,62.95023999,-46.351151MeV,8.496595MeV,290 ms
490,25,39,63.95424909,-42.616698MeV,8.431599MeV,88.8 ms
491,25,40,64.956336065,-40.672693MeV,8.396148MeV,91 ms
492,25,41,65.96108,-36.254MeV,8.324MeV,64.4 ms
493,25,42,66.96414,-33.403MeV,8.278MeV,47 ms
494,25,43,67.9693,-28.597MeV,8.204MeV,28 ms
495,25,44,68.97284,-25.299MeV,8.154MeV,14 ms
496,26,19,45.014578,13.579MeV,7.318MeV,1.89 ms
497,26,20,46.00081,0.755MeV,7.613MeV,12 ms
498,26,21,46.99289,-6.623MeV,7.779MeV,21.8 ms
499,26,22,47.980504,-18.16MeV,8.026MeV,44 ms
500,26,23,48.97361,-24.582MeV,8.158MeV,64.8 ms
501,26,24,49.962988982,-34.475541MeV,8.354008MeV,155 ms
502,26,25,50.956819538,-40.222341MeV,8.461147MeV,305 ms
503,26,26,51.948113875,-48.331615MeV,8.609598MeV,8.275 h
504,26,27,52.945307942,-50.945323MeV,8.648757MeV,8.516666666667 m
505,26,28,53.939610501,-56.252456MeV,8.736344MeV,Stable
506,26,29,54.938293357,-57.479368MeV,8.74656MeV,2.737 y
507,26,30,55.934937475,-60.605352MeV,8.790323MeV,Stable
508,26,31,56.935393969,-60.18013MeV,8.770249MeV,Stable
509,26,32,57.933275558,-62.153418MeV,8.792221MeV,Stable
510,26,33,58.934875464,-60.663114MeV,8.754743MeV,44.49537037037 d
511,26,34,59.934071683,-61.411832MeV,8.755831MeV,2.599885844749×106 y
512,26,35,60.936745281,-58.921391MeV,8.703782MeV,5.983333333333 m
513,26,36,61.936767442,-58.900749MeV,8.693248MeV,1.133333333333 m
514,26,37,62.940369091,-55.545834MeV,8.630124MeV,6.1 s
515,26,38,63.941201265,-54.770668MeV,8.60928MeV,2 s
516,26,39,64.94538027,-50.877951MeV,8.541116MeV,1.3 s
517,26,40,65.946780638,-49.573517MeV,8.514234MeV,440 ms
518,26,41,66.950947244,-45.692348MeV,8.449695MeV,600 ms
519,26,42,67.9537,-43.128173MeV,8.406422MeV,187 ms
520,26,43,68.95878,-38.396MeV,8.333MeV,109 ms
521,26,44,69.96146,-35.9MeV,8.294MeV,94 ms
522,26,45,70.96672,-31MeV,8.221MeV,150 ns
523,26,46,71.96962,-28.299MeV,8.182MeV,150 ns
524,27,20,47.01149,10.703MeV,7.394MeV,N/A
525,27,21,48.00176,1.639MeV,7.597MeV,N/A
526,27,22,48.98972,-9.576MeV,7.836MeV,35.00000000001 ns
527,27,23,49.98154,-17.195MeV,7.993MeV,44 ms
528,27,24,50.97072,-27.274MeV,8.192MeV,200 ns
529,27,25,51.96359,-33.916MeV,8.317MeV,115 ms
530,27,26,52.954218896,-42.644824MeV,8.477382MeV,240 ms
531,27,27,53.948459635,-48.009541MeV,8.569209MeV,193.28 ms
532,27,28,54.941999029,-54.027557MeV,8.669575MeV,17.53055555556 h
533,27,29,55.939839278,-56.039352MeV,8.694817MeV,77.2337962963 d
534,27,30,56.936291373,-59.344204MeV,8.741858MeV,271.7361111111 d
535,27,31,57.935752814,-59.845868MeV,8.738947MeV,70.85648148148 d
536,27,32,58.933195048,-62.228412MeV,8.768013MeV,Stable
537,27,33,59.933817059,-61.649012MeV,8.746745MeV,5.274923896499 y
538,27,34,60.932475763,-62.898422MeV,8.756154MeV,1.65 h
539,27,35,61.934050563,-61.431505MeV,8.721448MeV,1.5 m
540,27,36,62.933611611,-61.840387MeV,8.717619MeV,27.4 s
541,27,37,63.935809908,-59.792686MeV,8.675525MeV,300 ms
542,27,38,64.93647846,-59.169934MeV,8.656649MeV,1.2 s
543,27,39,65.939762004,-56.111332MeV,8.601438MeV,180.3368801111 ms
544,27,40,66.940889529,-55.061049MeV,8.57785MeV,425 ms
545,27,41,67.944873058,-51.350415MeV,8.515833MeV,200 ms
546,27,42,68.94632,-50.002598MeV,8.489857MeV,220 ms
547,27,43,69.951,-45.643206MeV,8.421601MeV,119 ms
548,27,44,70.9529,-43.873368MeV,8.39174MeV,79 ms
549,27,45,71.95781,-39.3MeV,8.324MeV,62 ms
550,27,46,72.96024,-37.036MeV,8.289MeV,41 ms
551,27,47,73.96538,-32.248MeV,8.222MeV,150 ns
552,27,48,74.96833,-29.5MeV,8.183MeV,150 ns
553,28,20,48.01975,18.397MeV,7.232MeV,500 ns
554,28,21,49.00966,8.998MeV,7.441MeV,7.5 ms
555,28,22,49.99593,-3.791MeV,7.709MeV,12 ms
556,28,23,50.98772,-11.439MeV,7.866MeV,200 ns
557,28,24,51.97568,-22.654MeV,8.086MeV,38 ms
558,28,25,52.96847,-29.37MeV,8.212MeV,45 ms
559,28,26,53.957905495,-39.210779MeV,8.391781MeV,104 ms
560,28,27,54.951330251,-45.335579MeV,8.497315MeV,204.7 ms
561,28,28,55.942132022,-53.903674MeV,8.642709MeV,6.075231481481 d
562,28,29,56.939793526,-56.081969MeV,8.670901MeV,1.481481481481 d
563,28,30,57.935342907,-60.227694MeV,8.732041MeV,Stable
564,28,31,58.934346705,-61.15565MeV,8.73657MeV,76000 y
565,28,32,59.930786372,-64.472079MeV,8.780757MeV,Stable
566,28,33,60.931056033,-64.220892MeV,8.765009MeV,Stable
567,28,34,61.928345115,-66.746096MeV,8.794549MeV,Stable
568,28,35,62.929669374,-65.512556MeV,8.763489MeV,100.1 y
569,28,36,63.927965959,-67.099277MeV,8.777467MeV,Stable
570,28,37,64.930084304,-65.126052MeV,8.736246MeV,2.517194444444 h
571,28,38,65.929139334,-66.006285MeV,8.739508MeV,2.280092592593 d
572,28,39,66.931569414,-63.74268MeV,8.69575MeV,21 s
573,28,40,67.931868789,-63.463815MeV,8.682466MeV,29 s
574,28,41,68.935610269,-59.978648MeV,8.623099MeV,11.4 s
575,28,42,69.9365,-59.14987MeV,8.603377MeV,6 s
576,28,43,70.940736283,-55.203797MeV,8.540304MeV,2.56 s
577,28,44,71.942092682,-53.940319MeV,8.516242MeV,1.57 s
578,28,45,72.94647,-49.863MeV,8.454MeV,840 ms
579,28,46,73.94807,-48.372MeV,8.429MeV,680 ms
580,28,47,74.95287,-43.901MeV,8.365MeV,600 ms
581,28,48,75.95533,-41.61MeV,8.331MeV,238 ms
582,28,49,76.96055,-36.747MeV,8.264MeV,150 ns
583,28,50,77.96318,-34.298MeV,8.23MeV,150 ns
584,29,23,51.99718,-2.627MeV,7.686MeV,N/A
585,29,24,52.98555,-13.46MeV,7.897MeV,300 ns
586,29,25,53.97671,-21.694MeV,8.053MeV,74.99999999999 ns
587,29,26,54.96605,-31.624MeV,8.234MeV,40 ms
588,29,27,55.95856,-38.601MeV,8.355MeV,94 ms
589,29,28,56.949211078,-47.309576MeV,8.503274MeV,196.3 ms
590,29,29,57.944538499,-51.662055MeV,8.570869MeV,3.204 s
591,29,30,58.939498028,-56.357224MeV,8.641981MeV,1.358333333333 m
592,29,31,59.93736503,-58.344099MeV,8.665585MeV,23.66666666667 m
593,29,32,60.933457821,-61.98364MeV,8.715507MeV,3.333333333333 h
594,29,33,61.932583745,-62.797837MeV,8.718249MeV,9.673333333333 m
595,29,34,62.929597474,-65.579531MeV,8.752134MeV,Stable
596,29,35,63.929764183,-65.424243MeV,8.73907MeV,12.69444444444 h
597,29,36,64.927789485,-67.263661MeV,8.757096MeV,Stable
598,29,37,65.928868813,-66.258274MeV,8.731472MeV,5.116666666667 m
599,29,38,66.927730314,-67.318779MeV,8.737447MeV,2.576388888889 d
600,29,39,67.929610889,-65.567035MeV,8.70189MeV,31.1 s
601,29,40,68.929429269,-65.736213MeV,8.695203MeV,2.85 m
602,29,41,69.932392343,-62.976127MeV,8.646861MeV,44.5 s
603,29,42,70.932676833,-62.711127MeV,8.635022MeV,19.5 s
604,29,43,71.935820307,-59.782999MeV,8.586525MeV,6.6 s
605,29,44,72.936675282,-58.986595MeV,8.568557MeV,4.3 s
606,29,45,73.939874862,-56.006205MeV,8.521562MeV,1.594 s
607,29,46,74.9419,-54.119802MeV,8.490407MeV,1.224 s
608,29,47,75.945275026,-50.975985MeV,8.443527MeV,640 ms
609,29,48,76.94785,-48.577MeV,8.408MeV,469 ms
610,29,49,77.95196,-44.749MeV,8.354MeV,342 ms
611,29,50,78.95456,-42.327MeV,8.32MeV,188 ms
612,29,51,79.96087,-36.449MeV,8.243MeV,300 ns
613,30,24,53.99295,-6.567MeV,7.758MeV,N/A
614,30,25,54.98398,-14.923MeV,7.916MeV,20 ms
615,30,26,55.97238,-25.728MeV,8.112MeV,500 ns
616,30,27,56.964788,-32.8MeV,8.235MeV,38 ms
617,30,28,57.954591555,-42.297694MeV,8.395926MeV,84 ms
618,30,29,58.949263764,-47.260499MeV,8.474539MeV,182 ms
619,30,30,59.941827035,-54.187768MeV,8.583273MeV,2.383333333333 m
620,30,31,60.939510635,-56.34548MeV,8.610253MeV,1.485 m
621,30,32,61.934329764,-61.171431MeV,8.679398MeV,9.186111111111 h
622,30,33,62.933211566,-62.213025MeV,8.686279MeV,38.46666666667 m
623,30,34,63.929142222,-66.003595MeV,8.735898MeV,Stable
624,30,35,64.929240984,-65.911599MeV,8.724259MeV,243.66 d
625,30,36,65.926033419,-68.899427MeV,8.759636MeV,Stable
626,30,37,66.927127345,-67.880441MeV,8.734154MeV,Stable
627,30,38,67.924844154,-70.00722MeV,8.755682MeV,Stable
628,30,39,68.926550281,-68.417973MeV,8.722731MeV,56.33333333333 m
629,30,40,69.925319274,-69.564648MeV,8.729806MeV,1.3×1016 y
630,30,41,70.927721599,-67.326897MeV,8.689014MeV,2.45 m
631,30,42,71.926857951,-68.13138MeV,8.691609MeV,1.93287037037 d
632,30,43,72.929779104,-65.410343MeV,8.645837MeV,23.5 s
633,30,44,73.929458609,-65.708883MeV,8.642107MeV,1.593333333333 m
634,30,45,74.932936741,-62.469023MeV,8.591299MeV,10.2 s
635,30,46,75.93329357,-62.13664MeV,8.580083MeV,5.7 s
636,30,47,76.936958967,-58.722344MeV,8.529135MeV,2.08 s
637,30,48,77.938440216,-57.34257MeV,8.505576MeV,1.47 s
638,30,49,78.942652,-53.42MeV,8.45MeV,995 ms
639,30,50,79.944342348,-51.844769MeV,8.425997MeV,540 ms
640,30,51,80.95048,-46.128MeV,8.351MeV,290 ms
641,30,52,81.95442,-42.457MeV,8.303MeV,150 ns
642,30,53,82.96103,-36.3MeV,8.226MeV,150 ns
643,31,25,55.99491,-4.741MeV,7.723MeV,N/A
644,31,26,56.98293,-15.901MeV,7.925MeV,N/A
645,31,27,57.97425,-23.986MeV,8.067MeV,N/A
646,31,28,58.96337,-34.121MeV,8.239MeV,N/A
647,31,29,59.95706,-39.998MeV,8.334MeV,70 ms
648,31,30,60.949446287,-47.09048MeV,8.445706MeV,168 ms
649,31,31,61.944175238,-52.000431MeV,8.51886MeV,116.12 ms
650,31,32,62.939294196,-56.547093MeV,8.583926MeV,32.4 s
651,31,33,63.936838747,-58.834328MeV,8.611654MeV,2.626666666667 m
652,31,34,64.932734754,-62.657173MeV,8.662154MeV,15.2 m
653,31,35,65.93158901,-63.724427MeV,8.669373MeV,9.5 h
654,31,36,66.928201703,-66.879683MeV,8.70754MeV,3.2617 d
655,31,37,67.927980084,-67.08612MeV,8.70122MeV,1.128611111111 h
656,31,38,68.925573587,-69.327758MeV,8.724578MeV,Stable
657,31,39,69.926021972,-68.910089MeV,8.709279MeV,21.13333333333 m
658,31,40,70.924701349,-70.140242MeV,8.71762MeV,Stable
659,31,41,71.926366268,-68.58938MeV,8.687104MeV,14.11111111111 h
660,31,42,72.925174682,-69.699335MeV,8.693873MeV,4.861111111111 h
661,31,43,73.926945762,-68.049585MeV,8.663166MeV,8.116666666667 m
662,31,44,74.926500246,-68.46458MeV,8.660808MeV,2.1 m
663,31,45,75.928827626,-66.29664MeV,8.624526MeV,32.6 s
664,31,46,76.9291543,-65.992344MeV,8.61339MeV,13.2 s
665,31,47,77.93160818,-63.70657MeV,8.577135MeV,5.09 s
666,31,48,78.93289326,-62.509526MeV,8.55558MeV,2.847 s
667,31,49,79.936515781,-59.135169MeV,8.507347MeV,1.676 s
668,31,50,80.937752355,-57.983308MeV,8.487744MeV,1.217 s
669,31,51,81.94299,-53.104MeV,8.423MeV,599 ms
670,31,52,82.94698,-49.388MeV,8.374MeV,308 ms
671,31,53,83.95265,-44.106MeV,8.308MeV,85 ms
672,31,54,84.957,-40.054MeV,8.257MeV,150 ns
673,31,55,85.96312,-34.353MeV,8.189MeV,150 ns
674,32,26,57.99101,-8.374MeV,7.784MeV,N/A
675,32,27,58.98175,-17MeV,7.935MeV,N/A
676,32,28,59.97019,-27.768MeV,8.117MeV,30 ms
677,32,29,60.96379,-33.729MeV,8.214MeV,39 ms
678,32,30,61.95465,-42.243MeV,8.349MeV,150 ns
679,32,31,62.94964,-46.91MeV,8.419MeV,142 ms
680,32,32,63.941653,-54.349881MeV,8.529361MeV,1.061666666667 m
681,32,33,64.939436406,-56.414625MeV,8.554079MeV,30.9 s
682,32,34,65.933843453,-61.624427MeV,8.625701MeV,2.261111111111 h
683,32,35,66.93273407,-62.65781MeV,8.63285MeV,18.9 m
684,32,36,67.92809424,-66.979785MeV,8.688151MeV,270.9490740741 d
685,32,37,68.927964533,-67.100605MeV,8.680962MeV,1.627314814815 d
686,32,38,69.924247381,-70.563111MeV,8.721717MeV,Stable
687,32,39,70.924950954,-69.907736MeV,8.703326MeV,11.43055555556 d
688,32,40,71.922075815,-72.585911MeV,8.731745MeV,Stable
689,32,41,72.923458945,-71.297534MeV,8.705049MeV,Stable
690,32,42,73.921177767,-73.422437MeV,8.7252MeV,Stable
691,32,43,74.922858948,-71.856427MeV,8.695602MeV,1.379722222222 h
692,32,44,75.921402557,-73.213046MeV,8.705238MeV,Stable
693,32,45,76.923548591,-71.214029MeV,8.671044MeV,11.30555555556 h
694,32,46,77.922852739,-71.862211MeV,8.671665MeV,1.472222222222 h
695,32,47,78.925400995,-69.488526MeV,8.634019MeV,18.98 s
696,32,48,79.925372392,-69.515169MeV,8.627318MeV,29.5 s
697,32,49,80.928820467,-66.303308MeV,8.580801MeV,7.6 s
698,32,50,81.929549725,-65.624008MeV,8.566304MeV,4.55 s
699,32,51,82.93462,-60.901MeV,8.503MeV,1.85 s
700,32,52,83.93747,-58.246MeV,8.467MeV,947 ms
701,32,53,84.94303,-53.067MeV,8.401MeV,535 ms
702,32,54,85.94649,-49.844MeV,8.36MeV,150 ns
703,32,55,86.95251,-44.237MeV,8.292MeV,140 ms
704,32,56,87.95691,-40.138MeV,8.243MeV,300 ns
705,32,57,88.96383,-33.692MeV,8.169MeV,50 ms
706,33,27,59.99313,-6.399MeV,7.748MeV,N/A
707,33,28,60.98062,-18.052MeV,7.944MeV,N/A
708,33,29,61.9732,-24.964MeV,8.058MeV,N/A
709,33,30,62.96369,-33.823MeV,8.198MeV,N/A
710,33,31,63.957572,-39.521MeV,8.285MeV,18 ms
711,33,32,64.949564,-46.981MeV,8.397MeV,128 ms
712,33,33,65.94471,-51.502304MeV,8.460482MeV,95.77 ms
713,33,34,66.939186071,-56.64781MeV,8.531472MeV,42.5 s
714,33,35,67.936769069,-58.899233MeV,8.557814MeV,2.526666666667 m
715,33,36,68.932273675,-63.086666MeV,8.611451MeV,15.2 m
716,33,37,69.930924826,-64.343111MeV,8.621684MeV,52.66666666667 m
717,33,38,70.927112428,-67.894336MeV,8.663949MeV,2.719907407407 d
718,33,39,71.926752283,-68.229809MeV,8.660378MeV,1.087962962963 d
719,33,40,72.923824844,-70.956701MeV,8.689663MeV,80.32407407407 d
720,33,41,73.923928692,-70.859967MeV,8.68MeV,17.7662037037 d
721,33,42,74.921596478,-73.03241MeV,8.70085MeV,Stable
722,33,43,75.922394021,-72.289504MeV,8.682792MeV,1.0942 d
723,33,44,76.920647286,-73.916577MeV,8.695981MeV,1.618055555556 d
724,33,45,77.921827281,-72.817419MeV,8.673881MeV,1.511111111111 h
725,33,46,78.920947934,-73.636526MeV,8.676622MeV,9.016666666667 m
726,33,47,79.922533816,-72.159286MeV,8.65059MeV,15.2 s
727,33,48,80.922132287,-72.533308MeV,8.648056MeV,33.3 s
728,33,49,81.924504067,-70.324008MeV,8.61408MeV,19.1 s
729,33,50,82.924980024,-69.880657MeV,8.602199MeV,13.4 s
730,33,51,83.929058,-66.082MeV,8.551MeV,3.24 s
731,33,52,84.93202,-63.323MeV,8.513MeV,2.021 s
732,33,53,85.9365,-59.15MeV,8.459MeV,945 ms
733,33,54,86.9399,-55.983MeV,8.418MeV,560 ms
734,33,55,87.94494,-51.288MeV,8.361MeV,300 ns
735,33,56,88.94939,-47.143MeV,8.311MeV,300 ns
736,33,57,89.9555,-41.451MeV,8.245MeV,80 ms
737,33,58,90.96043,-36.859MeV,8.193MeV,150 ns
738,33,59,91.9668,-30.926MeV,8.127MeV,300 ns
739,34,31,64.96466,-32.919MeV,8.169MeV,50 ms
740,34,32,65.95521,-41.722MeV,8.3MeV,33 ms
741,34,33,66.95009,-46.491MeV,8.368MeV,136 ms
742,34,34,67.941798,-54.214814MeV,8.47742MeV,35.5 s
743,34,35,68.939557817,-56.301531MeV,8.501777MeV,27.4 s
744,34,36,69.933390644,-62.046216MeV,8.577695MeV,41.16666666667 m
745,34,37,70.932241822,-63.116336MeV,8.585635MeV,4.733333333333 m
746,34,38,71.927112352,-67.894407MeV,8.644854MeV,8.449074074074 d
747,34,39,72.926765345,-68.217642MeV,8.641425MeV,7.138888888889 h
748,34,40,73.922476436,-72.212735MeV,8.687708MeV,Stable
749,34,41,74.922523368,-72.169018MeV,8.678907MeV,119.79 d
750,34,42,75.919213597,-75.25205MeV,8.711478MeV,Stable
751,34,43,76.919914038,-74.599594MeV,8.694691MeV,Stable
752,34,44,77.91730909,-77.026086MeV,8.717808MeV,Stable
753,34,45,78.918499098,-75.917602MeV,8.695593MeV,295218.1633688 y
754,34,46,79.916521271,-77.759936MeV,8.710819MeV,Stable
755,34,47,80.917992474,-76.389519MeV,8.686005MeV,18.45 m
756,34,48,81.916699401,-77.594008MeV,8.693198MeV,Stable
757,34,49,82.919118473,-75.340657MeV,8.658557MeV,22.33333333333 m
758,34,50,83.918462354,-75.951829MeV,8.658841MeV,3.1 m
759,34,51,84.922245053,-72.428267MeV,8.610476MeV,31.7 s
760,34,52,85.924271579,-70.54057MeV,8.582256MeV,15.3 s
761,34,53,86.928521358,-66.581926MeV,8.530882MeV,5.5 s
762,34,54,87.931423998,-63.878135MeV,8.494935MeV,1.53 s
763,34,55,88.93645,-59.196MeV,8.438MeV,410 ms
764,34,56,89.93996,-55.927MeV,8.397MeV,300 ns
765,34,57,90.94596,-50.338MeV,8.332MeV,270 ms
766,34,58,91.94992,-46.649MeV,8.289MeV,300 ns
767,34,59,92.95629,-40.716MeV,8.223MeV,150 ns
768,34,60,93.96049,-36.803MeV,8.18MeV,150 ns
769,35,32,66.96479,-32.798MeV,8.152MeV,N/A
770,35,33,67.958516,-38.642MeV,8.237MeV,1.2 µs
771,35,34,68.950106,-46.476MeV,8.348MeV,24 ns
772,35,35,69.944792,-51.426MeV,8.415MeV,79.1 ms
773,35,36,70.93874,-57.063323MeV,8.489362MeV,21.4 s
774,35,37,71.936644572,-59.015201MeV,8.510665MeV,1.31 m
775,35,38,72.931691524,-63.628936MeV,8.567849MeV,3.4 m
776,35,39,73.929891034,-65.306081MeV,8.583803MeV,25.4 m
777,35,40,74.925776207,-69.139018MeV,8.628076MeV,1.611111111111 h
778,35,41,75.924541469,-70.289169MeV,8.635883MeV,16.19444444444 h
779,35,42,76.921379082,-73.234914MeV,8.666808MeV,2.37650462963 d
780,35,43,77.921145706,-73.452302MeV,8.66196MeV,6.466666666667 m
781,35,44,78.918337087,-76.068514MeV,8.6876MeV,Stable
782,35,45,79.918529296,-75.889472MeV,8.677659MeV,17.68333333333 m
783,35,46,80.916290563,-77.974839MeV,8.695918MeV,Stable
784,35,47,81.916804119,-77.496465MeV,8.682468MeV,1.470138888889 d
785,35,48,82.915180421,-79.00893MeV,8.693327MeV,2.388888888889 h
786,35,49,83.916478974,-77.799335MeV,8.671522MeV,31.8 m
787,35,50,84.915608403,-78.610267MeV,8.674001MeV,2.9 m
788,35,51,85.918797577,-75.63957MeV,8.63245MeV,55.1 s
789,35,52,86.920711324,-73.856926MeV,8.60551MeV,55.65 s
790,35,53,87.924065926,-70.732135MeV,8.563931MeV,16.29 s
791,35,54,88.926385334,-68.57162MeV,8.53412MeV,4.4 s
792,35,55,89.930627737,-64.619846MeV,8.485069MeV,1.91 s
793,35,56,90.933968095,-61.508323MeV,8.44633MeV,541 ms
794,35,57,91.939258714,-56.580144MeV,8.388687MeV,343 ms
795,35,58,92.94305,-53.049MeV,8.348MeV,102 ms
796,35,59,93.94868,-47.804MeV,8.289MeV,70 ms
797,35,60,94.95287,-43.901MeV,8.245MeV,150 ns
798,35,61,95.95853,-38.629MeV,8.188MeV,150 ns
799,35,62,96.9628,-34.652MeV,8.146MeV,150 ns
800,36,33,68.96518,-32.435MeV,8.133MeV,32 ms
801,36,34,69.955259,-41.676MeV,8.264MeV,52 ms
802,36,35,70.949625738,-46.923323MeV,8.335526MeV,100 ms
803,36,36,71.942092038,-53.940919MeV,8.429323MeV,17.1 s
804,36,37,72.939289195,-56.551751MeV,8.460184MeV,27.3 s
805,36,38,73.933084369,-62.331509MeV,8.533034MeV,11.5 m
806,36,39,74.930945746,-64.323624MeV,8.553439MeV,4.283333333333 m
807,36,40,75.925910078,-69.014318MeV,8.608815MeV,14.80555555556 h
808,36,41,76.92467,-70.169443MeV,8.616836MeV,1.238888888889 h
809,36,42,77.920364783,-74.179727MeV,8.661256MeV,2.3×1020 y
810,36,43,78.920082431,-74.442736MeV,8.657118MeV,1.46 d
811,36,44,79.916378965,-77.892492MeV,8.692917MeV,Stable
812,36,45,80.916592015,-77.694038MeV,8.682792MeV,229261.7960426 y
813,36,46,81.9134836,-80.589508MeV,8.710647MeV,Stable
814,36,47,82.914136099,-79.981709MeV,8.695621MeV,Stable
815,36,48,83.911506687,-82.430991MeV,8.717347MeV,Stable
816,36,49,84.912527331,-81.480267MeV,8.698562MeV,10.73095890411 y
817,36,50,85.910610729,-83.26557MeV,8.712027MeV,Stable
818,36,51,86.913354862,-80.709426MeV,8.675282MeV,1.272222222222 h
