,Protons,Neutrons,Atomic Weight,Mass Excess,Binding Energy,Half-life,Half-life Magnitude,Half-life Time
2419,80,121,200.970302268,-27.663259,7.897564,2.486929000002984e+62,62.0,8.0
2420,80,122,201.970643011,-27.345859,7.896852,2.486929000002984e+62,62.0,8.0
2421,80,123,202.972872484,-25.269119,7.887482,4025721.6,6.0,6.651108239221233
2422,80,124,203.973493933,-24.690242,7.885545,2.486929000002984e+62,62.0,8.0
2423,80,125,204.976073386,-22.287497,7.874731,308.4,2.0,4.399832758232396
2424,80,126,205.977514066,-20.945512,7.86917,499.20000000000005,2.0,4.51746066376086
2425,80,127,206.982588545,-16.218666,7.847312,174.0,2.0,4.260044244154816
2426,80,128,207.98594,-13.097,7.833,2510.2893711468,3.0,4.911942972513703
2427,80,129,208.99104,-8.346,7.812,35.0,1.0,3.8683558521903785
2428,80,130,209.99451,-5.114,7.798,600.0,2.0,4.5623818557528475
2429,81,95,176.00059,0.55,7.708,0.010098865286220001,-2.0,2.334757526323
2430,81,96,176.996427286,-3.327962,7.732096,0.018000000000000002,-2.0,2.4184241683677685
2431,81,97,177.994897,-4.754,7.742,0.06,-2.0,2.5927170834612143
2432,81,98,178.991089082,-8.300467,7.763666,0.42,-1.0,2.8744164301326336
2433,81,99,179.989906,-9.403,7.771,1.5,0.0,3.0990305290495894
2434,81,100,180.986257447,-12.801105,7.791931,0.0014,-3.0,2.0487093452260794
2435,81,101,181.985667104,-13.351007,7.796487,3.1,0.0,3.276332901224381
2436,81,102,182.982192802,-16.587297,7.815674,6.9,0.0,3.4717535083454067
2437,81,103,183.981873122,-16.885078,7.818681,11.0,1.0,3.5856603508467235
2438,81,104,184.978791305,-19.755772,7.835564,19.5,1.0,3.7254920587234563
2439,81,105,185.978325,-20.190133,7.839167,40.0,1.0,3.9009694709504106
2440,81,106,186.975905897,-22.443512,7.852458,51.0,1.0,3.9603064844621745
2441,81,107,187.976009782,-22.346744,7.853108,70.99999999998,1.0,4.041114105630517
2442,81,108,188.973588428,-24.602221,7.866196,139.99999999998,2.0,4.206943467387906
2443,81,109,189.973877149,-24.333279,7.86586,160.00000000002,2.0,4.239557086148004
2444,81,110,190.971786154,-26.281028,7.877134,1200.0,3.0,4.731675663351629
2445,81,111,191.972225,-25.872246,7.876016,580.00000000002,2.0,4.554101763259301
2446,81,112,192.970672,-27.318856,7.884523,1300.0000000002,3.0,4.7512252411796
2447,81,113,193.9712,-26.827027,7.882951,1999.9999999998001,3.0,4.8564393748573
2448,81,114,194.969774335,-28.155026,7.890727,4179.9999999996,3.0,5.047002791346096
2449,81,115,195.970481151,-27.496631,7.888289,6620.0000000004,3.0,5.191677535059316
2450,81,116,196.969574511,-28.34116,7.893505,10199.9999999988,4.0,5.3277017729791005
2451,81,117,197.970483495,-27.494447,7.890127,19000.0000000008,4.0,5.523435165829866
2452,81,118,198.969877,-28.059394,7.893876,26700.0000000012,4.0,5.630489547033509
2453,81,119,199.970962672,-27.048096,7.889707,94000.00000000322,4.0,6.014289588683917
2454,81,120,200.970818891,-27.182028,7.891277,262837.44,5.0,6.188570749579403
2455,81,121,201.972105808,-25.983272,7.886234,1063584.0,6.0,6.425500951922834
2456,81,122,202.97234422,-25.761192,7.886052,2.486929000002984e+62,62.0,8.0
2457,81,123,203.973863522,-24.345972,7.880022,119015093.86098473,8.0,7.010506893661128
2458,81,124,204.974427541,-23.820592,7.878393,2.486929000002984e+62,62.0,8.0
2459,81,125,205.97611032,-22.253094,7.87172,252.12,2.0,4.350620369293906
2460,81,126,206.977419429,-21.033666,7.866793,286.00000000002,2.0,4.3814156881193895
2461,81,127,207.9820187,-16.749473,7.84718,183.19999999998,2.0,4.272628224873192
2462,81,128,208.985358952,-13.638048,7.833365,132.0,2.0,4.192572302692658
2463,81,129,209.990073689,-9.246298,7.813585,78.0,1.0,4.064079673921019
2464,81,130,210.993477,-6.076,7.8,60.0,1.0,4.0
2465,81,131,211.998228,-1.651,7.78,30.0,1.0,3.8307061924012187
2466,82,96,178.003830191,3.5678,7.690866,0.00022999999999999998,-4.0,1.7872426120058642
2467,82,97,179.00215,2.003,7.702,0.003,-3.0,2.1590404182398877
2468,82,98,179.997918173,-1.939209,7.725688,0.0045000000000000005,-3.0,2.2177375045917813
2469,82,99,180.996623958,-3.144762,7.734258,0.045,-2.0,2.5510708379251144
2470,82,100,181.992671842,-6.826135,7.756338,0.055,-2.0,2.580120896498081
2471,82,101,182.991874629,-7.568734,7.762117,0.535,-1.0,2.909451260673743
2472,82,102,183.988142339,-11.045339,7.782692,0.49,-1.0,2.896732026676171
2473,82,103,184.987609944,-11.541263,7.786932,6.3,0.0,3.4495346215802063
2474,82,104,185.984238945,-14.681328,7.805343,4.82,0.0,3.3841332609312507
2475,82,105,186.98391837,-14.979941,7.808363,15.2,1.0,3.664647390197985
2476,82,106,187.980874338,-17.815439,7.824844,25.1,1.0,3.787151104935001
2477,82,107,188.980807,-17.878165,7.82648,51.0,1.0,3.9603064844621745
2478,82,108,189.978081517,-20.416935,7.84113,70.99999999998,1.0,4.041114105630517
2479,82,109,190.978265,-20.246022,7.841441,79.80000000000001,1.0,4.069651915685105
2480,82,110,191.975785171,-22.555968,7.854669,210.0,2.0,4.3059739964375305
2481,82,111,192.976173234,-22.19449,7.853918,300.0,2.0,4.393088048154066
2482,82,112,193.97401207,-24.2076,7.865416,642.0,2.0,4.578906759176485
2483,82,113,194.97454205,-23.713927,7.86394,900.0,2.0,4.661412384802437
2484,82,114,195.972774109,-25.360754,7.8734,2200.0000000001996,3.0,4.8797178699512225
2485,82,115,196.973431124,-24.748749,7.871298,480.0,2.0,4.507881422796344
2486,82,116,197.972033959,-26.050199,7.878882,8829.2936502396,3.0,5.282292629242694
2487,82,117,198.97291665,-25.227978,7.875717,5400.0,3.0,5.127582832057874
2488,82,118,199.971826675,-26.243283,7.881771,77400.0,4.0,5.9653873404648134
2489,82,119,200.972884511,-25.257915,7.877812,33599.9999999988,4.0,5.702817617555118
2490,82,120,201.972159133,-25.9336,7.882115,1655850000000.0,12.0,7.08598332695811
2491,82,121,202.973390521,-24.78657,7.877397,186911.99999997122,5.0,6.1307904520710315
2492,82,122,203.973043589,-25.109735,7.879931,4.4155999999999995e+24,24.0,7.3123345146432674
2493,82,123,204.974481755,-23.770091,7.87433,545642000000000.0,14.0,7.131849100472722
2494,82,124,205.974465278,-23.78544,7.875361,2.486929000002984e+62,62.0,8.0
2495,82,125,206.975896887,-22.451905,7.869865,2.486929000002984e+62,62.0,8.0
2496,82,126,207.976652071,-21.748455,7.867452,2.486929000002984e+62,62.0,8.0
2497,82,127,208.98109012,-17.61444,7.848647,11710.000000000799,4.0,5.371142024368572
2498,82,128,209.984188527,-14.728292,7.835964,701088914.2567549,8.0,7.0245363135906596
2499,82,129,210.988736964,-10.49145,7.817,2170.0000000001996,3.0,4.87636441676641
2500,82,130,211.991897543,-7.547389,7.804312,38300.000000004,4.0,5.744013845248733
2501,82,131,212.996581499,-3.184313,7.785082,612.0,2.0,4.567218436308108
2502,82,132,213.999805408,-0.181261,7.772386,1609.9999999998,3.0,4.803460687239013
2503,82,133,215.004807,4.477,7.752,36.0,1.0,3.8752362884943046
2504,83,101,184.001124,1.047,7.713,0.0066,-3.0,2.2731813118472894
2505,83,102,184.997625,-2.213,7.732,5.8e-05,-5.0,1.5878093311876458
2506,83,103,185.996597625,-3.169291,7.739245,0.015,-2.0,2.392030419685227
2507,83,104,186.993157835,-6.373435,7.758155,0.032,-2.0,2.5017166594399685
2508,83,105,187.992265154,-7.204962,7.764244,0.044,-2.0,2.5478175588287293
2509,83,106,188.989199012,-10.061055,7.78098,0.674,-1.0,2.94288663217844
2510,83,107,189.988295129,-10.903017,7.786939,6.3,0.0,3.4495346215802063
2511,83,108,190.985786119,-13.240145,7.800665,12.4,1.0,3.614920516421944
2512,83,109,191.985457954,-13.545828,7.803666,34.6,1.0,3.865548472583935
2513,83,110,192.982959771,-15.872871,7.81711,63.6,1.0,4.014231559469033
2514,83,111,193.98283396,-15.990063,7.819025,94.99999999997999,1.0,4.112235871308503
2515,83,112,194.980650737,-18.023722,7.830748,183.0,2.0,4.2723614423926515
2516,83,113,195.980666509,-18.009031,7.8319,308.4,2.0,4.399832758232396
2517,83,114,196.978864454,-19.687634,7.841636,559.99999999998,2.0,4.545531082585495
2518,83,115,197.979206,-19.369486,7.841189,618.0,2.0,4.569601278005258
2519,83,116,198.977671961,-20.798434,7.849526,1600.0000000002,3.0,4.801938941900851
2520,83,117,199.978131829,-20.37007,7.848494,2179.9999999998004,3.0,4.87748735822348
2521,83,118,200.977009036,-21.415944,7.854806,6180.0000000012005,3.0,5.17003627215105
2522,83,119,201.977742324,-20.732892,7.852496,6156.0,3.0,5.168811920487776
2523,83,120,202.976876001,-21.539866,7.857549,42339.999999996005,4.0,5.7755684931160225
2524,83,121,203.977812736,-20.667303,7.85432,40389.999999984,4.0,5.760732357968955
2525,83,122,204.977389366,-21.06167,7.857302,1323000.0,6.0,6.46249440028784
2526,83,123,205.97849913,-20.027931,7.853323,539400.0000000384,5.0,6.310423999797827
2527,83,124,206.978470679,-20.054433,7.854504,1040131912.7348047,9.0,7.027656989916803
2528,83,125,207.979742196,-18.870022,7.849852,11601471334349.018,13.0,7.101384793061683
2529,83,126,208.980398734,-18.258461,7.847985,5.9907597666143585e+26,26.0,7.351179947785868
2530,83,127,209.984120371,-14.791778,7.832541,432999.9999999936,5.0,6.273182727698439
2531,83,128,210.98726946,-11.858421,7.81977,128.4,2.0,4.185818711022419
2532,83,129,211.991285724,-8.117295,7.80331,3633.0000000012,3.0,5.002871225052954
2533,83,130,212.994384666,-5.230649,7.791016,2734.9999999998004,3.0,4.932882441765221
2534,83,131,213.998711539,-1.200193,7.773492,1194.0,3.0,4.730451403461586
2535,83,132,215.001769776,1.648537,7.761627,460.00000000002,2.0,4.497486690801523
2536,83,133,216.006305943,5.873948,7.743499,135.0,2.0,4.198061058099179
2537,83,134,217.00947,8.821,7.731,94.99999999997999,1.0,4.112235871308503
2538,83,135,218.014316,13.335,7.712,33.0,1.0,3.8539846874950947
2539,83,136,,,,,,
2540,84,104,187.999422048,-0.538359,7.724622,0.00039999999999999996,-4.0,1.8673533304426542
2541,84,105,188.998480562,-1.415347,7.731096,0.0035,-3.0,2.1813560147834252
2542,84,106,189.995101185,-4.563217,7.749454,0.00246,-3.0,2.130311702367793
2543,84,107,190.994574485,-5.053834,7.753708,0.022,-2.0,2.4474742269407352
2544,84,108,191.991335149,-8.071257,7.771078,0.0332,-2.0,2.5070460279013456
2545,84,109,192.991025275,-8.359902,7.774129,0.42,-1.0,2.8744164301326336
2546,84,110,193.988185606,-11.005037,7.789296,0.392,-1.0,2.864428689006819
2547,84,111,194.988110728,-11.074785,7.7911,4.64,0.0,3.3748376187970943
2548,84,112,195.98553458,-13.474451,7.804773,5.8,0.0,3.429338051753598
2549,84,113,196.98565963,-13.357968,7.805535,84.0,1.0,4.082179755882246
2550,84,114,197.983388616,-15.473405,7.817561,106.00000000002,2.0,4.138995270974775
2551,84,115,198.983666063,-15.214964,7.817537,328.99999999998,2.0,4.415625300382548
2552,84,116,199.981798604,-16.954491,7.827504,690.0,2.0,4.596517219851102
2553,84,117,200.982259764,-16.524923,7.82658,936.0,2.0,4.670991625766953
2554,84,118,201.980757541,-17.924235,7.834719,2680.0000000001996,3.0,4.927920807236835
2555,84,119,202.981420103,-17.307062,7.832844,2200.0000000001996,3.0,4.8797178699512225
2556,84,120,203.980318121,-18.333551,7.839045,12700.0000000008,4.0,5.396679293460716
2557,84,121,204.981203322,-17.508993,7.836156,6264.0,3.0,5.174284371125896
2558,84,122,205.980481099,-18.181739,7.840563,759999.9999999743,5.0,6.368537048555607
2559,84,123,206.981593173,-17.145849,7.836673,20999.9999999988,4.0,5.554927224775239
2560,84,124,207.981245702,-17.469516,7.839357,91402920.0,7.0,7.008418577862246
2561,84,125,208.982430435,-16.365944,7.835187,3220408422.120058,9.0,7.036597802946707
2562,84,126,209.982873673,-15.953071,7.834345,11955699.99999936,7.0,6.835603648643378
2563,84,127,210.986653154,-12.432507,7.818783,0.515,-1.0,2.9039357430137303
2564,84,128,211.988867969,-10.36942,7.810243,2.99e-07,-7.0,0.29900000000000004
2565,84,129,212.99285728,-6.6534,7.794023,3.72e-06,-6.0,1.1901809799606324
2566,84,130,213.99520135,-4.469913,7.785115,0.0001643,-4.0,1.738545854478354
2567,84,131,214.999419988,-0.540277,7.768169,0.001781,-3.0,2.0835546398210814
2568,84,132,216.001915035,1.783844,7.758813,0.145,-1.0,2.7204560007449916
2569,84,133,217.006334796,5.900825,7.741281,1.53,0.0,3.10386710960485
2570,84,134,218.008973037,8.358331,7.731521,185.88,2.0,4.276175276606663
2571,84,135,219.013744,12.802,7.713,3.0000000000000004e-07,-7.0,0.30000000000000004
2572,84,136,220.016602,15.465,7.702,3.0000000000000004e-07,-7.0,0.30000000000000004
2573,85,108,192.999843112,-0.14614,7.727518,0.028,-2.0,2.4823860104474065
2574,85,109,193.998725085,-1.187575,7.734658,0.04039546114489,-2.0,2.5354441900990237
2575,85,110,194.996268098,-3.476244,7.748121,0.328,-1.0,2.8386246145705596
2576,85,111,195.995788077,-3.92338,7.752051,0.388,-1.0,2.8629439085314026
2577,85,112,196.993189215,-6.344205,7.76596,0.388,-1.0,2.8629439085314026
2578,85,113,197.992837202,-6.672103,7.769159,4.2,0.0,3.350504092530617
2579,85,114,198.990532254,-8.819148,7.781466,7.03,0.0,3.4763123074244047
2580,85,115,199.990351264,-8.987739,7.783758,43.2,1.0,3.919766384587391
2581,85,116,200.988416999,-10.789496,7.794153,84.0,1.0,4.082179755882246
2582,85,117,201.988630236,-10.590867,7.794542,184.00000000002,2.0,4.273692450246254
2583,85,118,202.986941984,-12.163464,7.803652,439.99999999998,2.0,4.486629821797123
2584,85,119,203.987251326,-11.875313,7.803552,550.00000000002,2.0,4.5411302547536465
2585,85,120,204.986074483,-12.971536,7.810205,1614.0,3.0,4.804066740494619
2586,85,121,205.986667036,-12.419576,7.808793,1840.0000000002,3.0,4.836074305999102
2587,85,122,206.985783502,-13.242582,7.814037,6500.0000000016,3.0,5.185921435879229
2588,85,123,207.986589977,-12.491356,7.811663,5870.0000000016,3.0,5.153842827868238
2589,85,124,208.986173143,-12.879634,7.814763,19500.0000000012,4.0,5.531608559922576
2590,85,125,209.98714771,-11.97183,7.811662,29000.000000001597,4.0,5.656490448525865
2591,85,126,210.987496271,-11.647148,7.811354,25970.0000000004,4.0,5.62176674332677
2592,85,127,211.990744771,-8.62119,7.798306,0.314,-1.0,2.8323098826910718
2593,85,128,212.992936646,-6.579472,7.790003,1.2500000000000002e-07,-7.0,0.12500000000000003
2594,85,129,213.996371733,-3.379708,7.776365,5.58e-07,-7.0,0.558
2595,85,130,214.99865257,-1.255123,7.767855,9.999999999999999e-05,-4.0,1.6666666666666665
2596,85,131,216.002423257,2.25725,7.752999,0.0003,-4.0,1.8257070849065542
2597,85,132,217.004718822,4.395555,7.744612,0.032299999999999995,-2.0,2.503067507443701
2598,85,133,218.008694336,8.098722,7.729124,1.5,0.0,3.0990305290495894
2599,85,134,219.011161691,10.397048,7.720191,56.0,1.0,3.9831492268326563
2600,85,135,220.015407682,14.352164,7.70381,223.00000000001998,2.0,4.3206440467544835
2601,85,136,221.01805,16.813,7.694,139.99999999998,2.0,4.206943467387906
2602,85,137,222.02233,20.8,7.678,54.0,1.0,3.974266817543894
2603,85,138,223.02519,23.464,7.668,50.49432643111,1.0,3.9578727247963994
2604,86,109,195.005437696,5.065181,7.700307,0.006,-3.0,2.2593837501278813
2605,86,110,196.002115223,1.970318,7.71799,0.0044,-3.0,2.214484225495396
2606,86,111,197.001584351,1.475814,7.722294,0.066,-2.0,2.606514645180623
2607,86,112,197.998678663,-1.230817,7.737726,0.065,-2.0,2.604304452214285
2608,86,113,198.998370297,-1.518058,7.740846,0.59,-1.0,2.923617337214048
2609,86,114,199.9956993,-4.006076,7.754938,1.03,0.0,3.007219422252411
2610,86,115,200.995628335,-4.072179,7.756841,7.0,0.0,3.475267804036312
2611,86,116,201.993263492,-6.275017,7.769303,9.8,0.0,3.557447559918558
2612,86,117,202.993386687,-6.160261,7.770226,43.5,1.0,3.9214566289572534
2613,86,118,203.99142874,-7.984077,7.780642,70.19999999999999,1.0,4.038346491464914
2614,86,119,204.991718799,-7.713889,7.780742,169.99999999998,2.0,4.254364003566622
2615,86,120,205.990214104,-9.115503,7.788956,340.00000000002,2.0,4.423657811165447
2616,86,121,206.990734225,-8.631014,7.78798,555.0,2.0,4.5433405805780485
2617,86,122,207.98964247,-9.647976,7.794231,1461.0,3.0,4.77974186124578
2618,86,123,208.990414742,-8.92861,7.792115,1710.0,3.0,4.818178352204078
2619,86,124,209.989696216,-9.597913,7.796632,8829.2936502396,3.0,5.282292629242694
2620,86,125,210.990600523,-8.755556,7.793941,52599.999999996,4.0,5.843844194416277
2621,86,126,211.990703529,-8.659606,7.794797,1434.0,3.0,4.7751859695010435
2622,86,127,212.993882668,-5.698258,7.782192,0.0195,-2.0,2.4300115371208393
2623,86,128,213.995362554,-4.319753,7.777102,2.7e-07,-7.0,0.27
2624,86,129,214.998745483,-1.168574,7.763814,2.2999999999999996e-06,-6.0,1.1205759453391977
2625,86,130,216.00027437,0.255574,7.758644,4.4999999999999996e-05,-5.0,1.5510708379251146
2626,86,131,217.003927675,3.658607,7.744403,0.00054,-4.0,1.9107979199409897
2627,86,132,218.005601256,5.217537,7.738751,0.035,-2.0,2.5146893481167587
2628,86,133,219.009480204,8.830754,7.723771,3.96,0.0,3.336132927835333
2629,86,134,220.011393981,10.613426,7.717248,55.6,1.0,3.981398399717431
2630,86,135,221.015536782,14.47242,7.701388,1500.0,3.0,4.786176096308132
2631,86,136,222.017577738,16.373558,7.694491,330349.999999968,5.0,6.227320060382308
2632,86,137,223.02179,20.297,7.679,1459.9999999998,3.0,4.779574631292841
2633,86,138,224.02409,22.44,7.671,6419.9999999987995,3.0,5.182024692821607
2634,86,139,225.02844,26.492,7.655,280.00000000002,2.0,4.37623727498674
2635,86,140,226.03089,28.774,7.646,439.99999999998,2.0,4.486629821797123
2636,86,141,227.035407,32.981,7.63,20.8,1.0,3.741254904316145
2637,86,142,228.037986,35.384,7.621,64.99999999997999,1.0,4.019549577827858
2638,87,112,199.007258147,6.760921,7.695312,0.012,-2.0,2.359727082015875
2639,87,113,200.00657249,6.122235,7.700385,0.049,-2.0,2.5633986933428377
2640,87,114,201.003860867,3.596375,7.714797,0.061,-2.0,2.595109945003589
2641,87,115,202.003372847,3.141787,7.718812,0.3,-1.0,2.825707084906554
2642,87,116,203.000924647,0.861303,7.731783,0.55,-1.0,2.9134542298314146
2643,87,117,204.000653204,0.608456,7.734687,1.7,0.0,3.129600292060956
2644,87,118,204.99859396,-1.309717,7.745686,3.8,0.0,3.326059775000422
2645,87,119,205.998666066,-1.242551,7.74694,16.0,1.0,3.6771752303951257
2646,87,120,206.996949414,-2.841602,7.756232,14.8,1.0,3.658133955220327
2647,87,121,207.997138783,-2.665206,7.756899,59.1,1.0,3.996308655126513
2648,87,122,208.995953555,-3.769239,7.763686,50.49432643111,1.0,3.9578727247963994
2649,87,123,209.996407738,-3.34617,7.763136,190.99999999998,2.0,4.282811778106918
2650,87,124,210.995536544,-4.157682,7.768443,186.0,2.0,4.2763329012243805
2651,87,125,211.996202244,-3.537587,7.766946,1200.0,3.0,4.731675663351629
2652,87,126,212.996189081,-3.549848,7.768433,34.82,1.0,3.867096523115599
2653,87,127,213.998971145,-0.958372,7.757739,0.005049432643111001,-3.0,2.2344141944350353
2654,87,128,215.000341497,0.318103,7.75326,8.656170245337001e-08,-8.0,0.08656170245337001
2655,87,129,216.00319799,2.978909,7.742414,7.000000000000001e-07,-7.0,0.7000000000000001
2656,87,130,217.004631951,4.314635,7.737774,1.8999999999999998e-05,-5.0,1.4262512003176095
2657,87,131,218.007578322,7.059162,7.726715,0.001,-3.0,2.0
2658,87,132,219.009252149,8.618322,7.721169,0.02,-2.0,2.433676665221327
2659,87,133,220.012327405,11.482904,7.70974,27.4,1.0,3.808564829628631
2660,87,134,221.014254762,13.278226,7.703252,289.99999999998,2.0,4.384807955660495
2661,87,135,222.01755173,16.349332,7.691076,852.0,2.0,4.648026057476519
2662,87,136,223.019735857,18.383833,7.683658,1300.0000000002,3.0,4.7512252411796
2663,87,137,224.023249951,21.65719,7.670775,199.99999999998,2.0,4.294057519104452
2664,87,138,225.025565414,23.814031,7.66297,237.0,2.0,4.335515381775168
2665,87,139,226.029386231,27.373099,7.649028,49.0,1.0,3.950535608072624
2666,87,140,227.031835938,29.654986,7.640836,148.00000000001998,2.0,4.2205158109732075
2667,87,141,228.035729,33.282,7.627,38.0,1.0,3.88844163075327
2668,87,142,229.038450228,35.816157,7.617691,50.2,1.0,3.956444912533782
2669,87,143,230.04251,39.598,7.603,19.1,1.0,3.7204299223540964
2670,87,144,231.04544,42.328,7.593,17.6,1.0,3.7004537254890018
2671,87,145,232.049772,46.363,7.578,5.5,0.0,3.416366543247942
2672,88,114,202.009890686,9.213115,7.684883,0.016,-2.0,2.401373327551975
2673,88,115,203.009271619,8.636458,7.689628,0.031,-2.0,2.497120564611424
2674,88,116,204.006499668,6.054402,7.704156,0.06,-2.0,2.5927170834612143
2675,88,117,205.00626857,5.839136,7.706997,0.21,-1.0,2.7740730982446395
2676,88,118,206.00382727,3.565079,7.719805,0.24,-1.0,2.793403747237202
2677,88,119,207.003798105,3.537912,7.721634,1.3,0.0,3.0640796739210194
2678,88,120,208.00183994,1.713894,7.732084,1.3,0.0,3.0640796739210194
2679,88,121,209.001991373,1.854952,7.733033,4.616624130845,0.0,3.373604054847115
2680,88,122,210.000494978,0.461069,7.741281,3.7,0.0,3.319546340022764
2681,88,123,211.000897987,0.83647,7.741066,13.0,1.0,3.626461529673867
2682,88,124,211.999794499,-0.191422,7.747472,13.0,1.0,3.626461529673867
2683,88,125,213.000383959,0.357656,7.746415,163.99999999998,2.0,4.2455879934678125
2684,88,126,214.000107894,0.100503,7.749135,2.46,0.0,3.2198548110117367
2685,88,127,215.002719834,2.533509,7.739317,0.0015500000000000002,-3.0,2.063443899390097
2686,88,128,216.003533035,3.291002,7.737347,1.8200000000000002e-07,-7.0,0.18200000000000002
2687,88,129,217.006320327,5.887347,7.726921,1.6e-06,-6.0,1.0680399942186416
2688,88,130,218.00714023,6.651082,7.724998,2.52e-05,-5.0,1.4671335135938481
2689,88,131,219.010085078,9.39419,7.714054,0.010098865286220001,-2.0,2.334757526323
2690,88,132,220.011028384,10.272874,7.711684,0.0179,-2.0,2.4176176769932978
2691,88,133,221.013917338,12.963917,7.701134,28.0,1.0,3.813855419233875
2692,88,134,222.01537453,14.321283,7.696687,38.0,1.0,3.88844163075327
2693,88,135,223.018502171,17.234662,7.685303,987600.0000003839,5.0,6.412937706480954
2694,88,136,224.020211821,18.82719,7.679917,313796.16,5.0,6.218606502795714
2695,88,137,225.023611564,21.994031,7.667581,1290000.000000384,6.0,6.458213026351121
2696,88,138,226.025409823,23.669099,7.661956,50006341958.38952,10.0,7.058295113184698
2697,88,139,227.029177842,27.178986,7.648297,2530.0000000001996,3.0,4.913853234049474
2698,88,140,228.031070292,28.941792,7.642421,181022957.88938394,8.0,7.01382459933975
2699,88,141,229.034957577,32.562774,7.628482,240.0,2.0,4.338587615197563
2700,88,142,230.037056394,34.517809,7.621907,5600.0000000016,3.0,5.139026201526281
2701,88,143,231.04122,38.396,7.607,103.00000000002001,2.0,4.131983133758154
2702,88,144,232.043638,40.649,7.599,250.00000000002,2.0,4.348557952060999
2703,88,145,233.04806,44.767,7.584,30.0,1.0,3.8307061924012187
2704,88,146,234.050704,47.23,7.575,30.0,1.0,3.8307061924012187
2705,89,117,206.01450498,13.511303,7.667724,0.022,-2.0,2.4474742269407352
2706,89,118,207.011949748,11.131119,7.681172,0.027,-2.0,2.4771212547196626
2707,89,119,208.011551551,10.760201,7.684831,0.095,-2.0,2.659241201762949
2708,89,120,209.009494863,8.844409,7.695847,0.1,-1.0,2.6666666666666665
2709,89,121,210.009435986,8.789565,7.697896,0.35000000000000003,-1.0,2.8480226814500917
2710,89,122,211.007734835,7.204953,7.707176,0.21,-1.0,2.7740730982446395
2711,89,123,212.007813822,7.278529,7.708546,0.93,-1.0,2.9894943161846452
2712,89,124,213.006607643,6.15498,7.715524,0.738,-1.0,2.9560187872743473
2713,89,125,214.006901798,6.428984,7.715907,8.2,0.0,3.5139123301162134
2714,89,126,215.006453625,6.011514,7.719501,0.17,-1.0,2.743482973792758
2715,89,127,216.008720075,8.122698,7.711356,0.00043999999999999996,-4.0,1.8811508921620623
2716,89,128,217.009346914,8.706595,7.710324,6.900000000000001e-08,-8.0,0.069
2717,89,129,218.011641453,10.843944,7.702176,1.08e-06,-6.0,1.0111412518289833
2718,89,130,219.012420389,11.569518,7.700548,1.18e-05,-5.0,1.3572940024353752
2719,89,131,220.014762979,13.751627,7.692315,0.02636,-2.0,2.4736484686406572
2720,89,132,221.015591248,14.523155,7.690539,0.052000000000000005,-2.0,2.572001114544933
2721,89,133,222.017843851,16.621441,7.682802,5.0,0.0,3.393088048154066
2722,89,134,223.019137468,17.826437,7.679141,126.0,2.0,4.1812102849318356
2723,89,135,224.021722866,20.23472,7.67014,10000.0000000008,4.0,5.321470718266659
2724,89,136,225.023229585,21.63822,7.665686,860000.0000000257,5.0,6.389488931030678
2725,89,137,226.026098089,24.310214,7.655658,105700.00000003199,5.0,6.034173004203889
2726,89,138,227.027752127,25.850941,7.650701,686688880.0,8.0,7.02437213141494
2727,89,139,228.031021112,28.895981,7.639191,22100.0000000004,4.0,5.5709921417105095
2728,89,140,229.033015243,30.753502,7.632966,3759.9999999983997,3.0,5.013682937502211
2729,89,141,230.036294178,33.807809,7.621593,121.99999999998,2.0,4.173330913343022
2730,89,142,231.038558786,35.917278,7.614407,450.0,2.0,4.492118577203656
2731,89,143,232.042027438,39.148307,7.60245,118.99999999998,2.0,4.167249951850074
2732,89,144,233.04455,41.498,7.594,145.00000000002,2.0,4.2155141480617635
2733,89,145,234.04842,45.103,7.581,44.0,1.0,3.9242479660442866
2734,89,146,235.051232,47.722,7.572,60.0,1.0,4.0
2735,89,147,236.055296,51.508,7.558,100.00000000002001,2.0,4.124763711505744
2736,90,119,209.017715682,16.502052,7.655464,0.0038,-3.0,2.19326119887227
2737,90,120,210.015075342,14.042591,7.669156,0.009000000000000001,-3.0,2.318080836479775
2738,90,121,211.014928413,13.905728,7.671711,0.04,-2.0,2.5340199971093207
2739,90,122,212.012980288,12.091061,7.682156,0.03,-2.0,2.4923737515732207
2740,90,123,213.01301014,12.118868,7.683852,0.14400000000000002,-1.0,2.7194541640317498
2741,90,124,214.01149977,10.711967,7.692237,0.1,-1.0,2.6666666666666665
2742,90,125,215.01173033,10.926733,7.693001,1.2,0.0,3.044530096093086
2743,90,126,216.011062115,10.304294,7.697634,0.026000000000000002,-2.0,2.4716577826569393
2744,90,127,217.013114328,12.215918,7.690547,0.00024099999999999998,-4.0,1.7940056808582896
2745,90,128,218.013284499,12.374432,7.691567,1.17e-07,-7.0,0.117
2746,90,129,219.015536895,14.472525,7.68372,1.05e-06,-6.0,1.0070630996899794
2747,90,130,220.015747762,14.668946,7.684589,9.699999999999999e-06,-6.0,1.3289239114220817
2748,90,131,221.018183674,16.937984,7.676072,0.00168,-3.0,2.075103093908621
2749,90,132,222.018468121,17.202945,7.676659,0.0022370000000000003,-3.0,2.11655532803221
2750,90,133,223.020811448,19.385739,7.66864,0.6,-1.0,2.926050416794548
2751,90,134,224.021466895,19.996285,7.667712,0.81,-1.0,2.9694950062928833
