,Protons,Protons_log,Protons_reciprocal,Neutrons,Neutrons_log,Neutrons_reciprocal,Neutrons_power,Atomic Weight,Atomic Weight_log,Atomic Weight_reciprocal,Atomic Weight_power,Abs(Z-N)/Atomic Weight,Abs(Z-N)/Atomic Weight_reciprocal,Z-N,Z-N_log,Z-N_reciprocal,Z/N,Z/N_power,Even Z,Even N,Even N-Z,Last Shell Filled,Last Shell Fill Ratio,Last Orbital Label Encoded (Complex),Last Orbital Label Encoded (Simple),Last Principal Quantum Number,Last Azimuthal Quantum Number Encoded,Is Magic Number,Magic Number,Closest Magic Number,Distance To Magic Number,Distance To Magic Number_abs,Half-life,Half-life Magnitude,Half-life Time,Artificial
20,3,1.3862943611198906,0.3333333333333333,6,1.9459101490553128,0.1666666666666666,36,9.026789505,2.305260461502048,0.1107813580283547,81.48292876757814,0.3323440740850642,3.008929835,-3,0.0,-0.3333333333333333,0.5,0.25,1,0,1,0,0.5,20,2,2,0,False,0,2,1,1,0.1783,-1.0,2.7503837810584515,0
21,3,1.3862943611198906,0.3333333333333333,7,2.079441541679836,0.1428571428571428,49,10.035481259,2.401115650810282,0.0996464418787272,100.71088409974024,0.3985857675149089,2.50887031475,-4,0.0,-0.25,0.4285714285714285,0.183673469387755,1,1,3,0,0.5,20,2,2,0,False,0,2,1,1,2.0000000000000002e-21,-21.0,2e-15,0
22,3,1.3862943611198906,0.3333333333333333,8,2.19722457733622,0.125,64,11.043797715,2.488549814978608,0.0905485618087491,121.96546796983922,0.4527428090437457,2.208759543,-5,0.0,-0.2,0.375,0.140625,1,0,1,0,0.5,20,2,2,0,False,0,2,1,1,0.00859,-3.0,2.311331054610414,0
23,3,1.3862943611198906,0.3333333333333333,9,2.302585092994046,0.1111111111111111,81,12.05378,2.5690777469991555,0.0829615274212736,145.2936122884,0.4977691645276419,2.008963333333333,-6,0.0,-0.1666666666666666,0.3333333333333333,0.1111111111111111,1,1,3,0,0.5,20,2,2,0,False,0,2,1,1,1e-08,-8.0,0.01,0
24,4,1.6094379124341005,0.25,2,1.0986122886681096,0.5,4,6.019726317,1.9487242310954027,0.1661205090297795,36.23710493158239,0.3322410180595591,3.0098631585,2,1.0986122886681096,0.5,2.0,4.0,0,0,0,1,1.0,20,2,2,0,False,0,2,2,2,5e-21,-21.0,5e-15,0
25,4,1.6094379124341005,0.25,3,1.3862943611198906,0.3333333333333333,9,7.016929828,2.0815555341224203,0.1425124697712738,49.23730421107612,0.1425124697712738,7.016929827999999,1,0.6931471805599453,1.0,1.3333333333333333,1.7777777777777777,0,1,2,1,1.0,20,2,2,0,False,0,2,2,2,4597999.9999997765,6.0,6.673636978972146,0
26,4,1.6094379124341005,0.25,4,1.6094379124341005,0.25,16,8.005305103,2.197813859564226,0.1249171626981773,64.08490979211783,0.0,0.0,0,0.0,0.0,1.0,1.0,0,0,0,1,1.0,20,2,2,0,False,0,2,2,2,8.190305206463001e-17,-17.0,8.190305206463e-11,0
27,4,1.6094379124341005,0.25,5,1.791759469228055,0.2,25,9.012182201,2.303802571666027,0.1109609168675084,81.2194280240212,0.1109609168675084,9.012182201,-1,0.0,-1.0,0.8,0.6400000000000001,0,1,2,1,1.0,20,2,2,0,False,0,2,2,2,2.4869290000029843e+62,62.0,8.0,0
28,4,1.6094379124341005,0.25,6,1.9459101490553128,0.1666666666666666,36,10.013533818,2.39912486363254,0.0998648447366735,100.27085952422968,0.1997296894733471,5.006766909,-2,0.0,-0.5,0.6666666666666666,0.4444444444444444,0,0,0,1,1.0,20,2,2,0,False,0,2,2,2,47706050228324.04,13.0,7.112570504336143,0
29,4,1.6094379124341005,0.25,7,2.079441541679836,0.1428571428571428,49,11.021657749,2.4867098354877224,0.0907304529657283,121.47693953609172,0.2721913588971851,3.673885916333333,-3,0.0,-0.3333333333333333,0.5714285714285714,0.3265306122448979,0,1,2,1,1.0,20,2,2,0,False,0,2,2,2,13.81,1.0,3.6412242368767167,0
30,4,1.6094379124341005,0.25,8,2.19722457733622,0.125,64,12.026920737,2.5670180421801434,0.0831468022337229,144.64682241408062,0.3325872089348917,3.00673018425,-4,0.0,-0.25,0.5,0.25,0,0,0,1,1.0,20,2,2,0,False,0,2,2,2,0.0215,-2.0,2.444146153305202,0
31,4,1.6094379124341005,0.25,9,2.302585092994046,0.1111111111111111,81,13.035693007,2.641603585652196,0.0767124539879094,169.92929217274872,0.383562269939547,2.6071386014,-5,0.0,-0.2,0.4444444444444444,0.1975308641975308,0,1,2,1,1.0,20,2,2,0,False,0,2,2,2,2.7000000000000005e-21,-21.0,2.7000000000000005e-15,0
32,4,1.6094379124341005,0.25,10,2.3978952727983707,0.1,100,14.04289292,2.7109056484293665,0.0712103984340571,197.2028415625861,0.4272623906043428,2.3404821533333333,-6,0.0,-0.1666666666666666,0.4,0.16,0,0,0,1,1.0,20,2,2,0,False,0,2,2,2,0.00435,-3.0,2.2128297523182123,0
33,4,1.6094379124341005,0.25,11,2.4849066497880004,0.0909090909090909,121,15.05346,2.775924402666776,0.0664299104657666,226.6066579716,0.4650093732603667,2.1504942857142857,-7,0.0,-0.1428571428571428,0.3636363636363636,0.1322314049586777,0,1,2,1,1.0,20,2,2,0,False,0,2,2,2,2.0000000000000002e-07,-7.0,0.2,0
34,4,1.6094379124341005,0.25,12,2.5649493574615367,0.0833333333333333,144,16.06192,2.8368490796934216,0.0622590574476774,257.9852740864,0.4980724595814199,2.00774,-8,0.0,-0.125,0.3333333333333333,0.1111111111111111,0,0,0,1,1.0,20,2,2,0,False,0,2,2,2,2.0000000000000002e-07,-7.0,0.2,0
35,5,1.791759469228055,0.2,2,1.0986122886681096,0.5,4,7.029917901,2.083174303871535,0.1422491719082168,49.41974569480025,0.4267475157246506,2.343305967,3,1.3862943611198906,0.3333333333333333,2.5,6.25,1,0,1,0,0.1666666666666666,21,3,2,1,False,0,2,3,3,3.258571428571e-22,-22.0,3.2585714285710003e-16,0
36,5,1.791759469228055,0.2,3,1.3862943611198906,0.3333333333333333,9,8.024607233,2.19995498338273,0.1246166910060905,64.39432124391591,0.249233382012181,4.0123036165,2,1.0986122886681096,0.5,1.6666666666666667,2.777777777777778,1,1,3,0,0.1666666666666666,21,3,2,1,False,0,2,3,3,0.77,-1.0,2.962163575057494,0
37,5,1.791759469228055,0.2,4,1.6094379124341005,0.25,16,9.013328782,2.303917083700424,0.1109468015853413,81.24009573242961,0.1109468015853413,9.013328782,1,0.6931471805599453,1.0,1.25,1.5625,1,0,1,0,0.1666666666666666,21,3,2,1,False,0,2,3,3,8.448148148148002e-19,-19.0,8.448148148148004e-13,0
38,5,1.791759469228055,0.2,5,1.791759469228055,0.2,25,10.012936992,2.3990706719279045,0.0998707972295208,100.258907205762,0.0,0.0,0,0.0,0.0,1.0,1.0,1,1,3,0,0.1666666666666666,21,3,2,1,False,0,2,3,3,2.4869290000029843e+62,62.0,8.0,0
39,5,1.791759469228055,0.2,6,1.9459101490553128,0.1666666666666666,36,11.009305406,2.485681799781603,0.0908322517290697,121.2048055225808,0.0908322517290697,11.009305406,-1,0.0,-1.0,0.8333333333333334,0.6944444444444445,1,0,1,0,0.1666666666666666,21,3,2,1,False,0,2,3,3,2.4869290000029843e+62,62.0,8.0,0
40,5,1.791759469228055,0.2,7,2.079441541679836,0.1428571428571428,49,12.014352104,2.566052756492868,0.0832337850051077,144.34465647888922,0.1664675700102155,6.007176052,-2,0.0,-0.5,0.7142857142857143,0.5102040816326531,1,1,3,0,0.1666666666666666,21,3,2,1,False,0,2,3,3,0.0202,-2.0,2.435117123148874,0
41,5,1.791759469228055,0.2,8,2.19722457733622,0.125,64,13.017780217,2.6403265393277437,0.0768180122363791,169.46260177811658,0.2304540367091373,4.339260072333333,-3,0.0,-0.3333333333333333,0.625,0.390625,1,0,1,0,0.1666666666666666,21,3,2,1,False,0,2,3,3,0.0173299999999999,-2.0,2.4129328542379724,0
42,5,1.791759469228055,0.2,9,2.302585092994046,0.1111111111111111,81,14.025404009,2.709742369177902,0.0712991939026004,196.7119576156733,0.2851967756104016,3.50635100225,-4,0.0,-0.25,0.5555555555555556,0.308641975308642,1,1,3,0,0.1666666666666666,21,3,2,1,False,0,2,3,3,0.0125,-2.0,2.3656366710026857,0
43,5,1.791759469228055,0.2,10,2.3978952727983707,0.1,100,15.031103021,2.7745307740483125,0.0665287170610764,225.9340580279153,0.3326435853053821,3.0062206042,-5,0.0,-0.2,0.5,0.25,1,0,1,0,0.1666666666666666,21,3,2,1,False,0,2,3,3,0.00993,-3.0,2.332316416165127,0
44,5,1.791759469228055,0.2,11,2.4849066497880004,0.0909090909090909,121,16.039808829,2.8355523023828377,0.0623448827015942,257.2754672708663,0.3740692962095652,2.6733014714999994,-6,0.0,-0.1666666666666666,0.4545454545454545,0.2066115702479338,1,1,3,0,0.1666666666666666,21,3,2,1,False,0,2,3,3,1.9e-10,-10.0,0.00019,0
45,5,1.791759469228055,0.2,12,2.5649493574615367,0.0833333333333333,144,17.046989906,2.8929789066616665,0.0586613827728044,290.5998648552659,0.4106296794096312,2.435284272285714,-7,0.0,-0.1428571428571428,0.4166666666666667,0.1736111111111111,1,0,1,0,0.1666666666666666,21,3,2,1,False,0,2,3,3,0.00508,-3.0,2.23528790409464,0
46,5,1.791759469228055,0.2,13,2.639057329615259,0.0769230769230769,169,18.05617,2.947390933647879,0.0553827306676886,326.02527506890004,0.4430618453415093,2.25702125,-8,0.0,-0.125,0.3846153846153846,0.1479289940828402,1,1,3,0,0.1666666666666666,21,3,2,1,False,0,2,3,3,2.6e-08,-8.0,0.026,0
47,5,1.791759469228055,0.2,14,2.70805020110221,0.0714285714285714,196,19.06373,2.9989137074221657,0.0524556317153044,363.4258015129,0.4721006854377396,2.118192222222222,-9,0.0,-0.1111111111111111,0.3571428571428571,0.1275510204081632,1,0,1,0,0.1666666666666666,21,3,2,1,False,0,2,3,3,0.00292,-3.0,2.1551276171494727,0
48,6,1.9459101490553128,0.1666666666666666,2,1.0986122886681096,0.5,4,8.037675025,2.2014019538257084,0.1244140870201454,64.60421980750876,0.4976563480805819,2.00941875625,4,1.6094379124341005,0.25,3.0,9.0,0,0,0,0,0.3333333333333333,21,3,2,1,False,0,8,-2,2,2.0000000000000002e-21,-21.0,2e-15,0
49,6,1.9459101490553128,0.1666666666666666,3,1.3862943611198906,0.3333333333333333,9,9.031036689,2.3056839554562183,0.1107292589363546,81.55962367806409,0.332187776809064,3.010345563,3,1.3862943611198906,0.3333333333333333,2.0,4.0,0,1,2,0,0.3333333333333333,21,3,2,1,False,0,8,-2,2,0.1265,-1.0,2.7006968418372788,0
50,6,1.9459101490553128,0.1666666666666666,4,1.6094379124341005,0.25,16,10.016853228,2.3994262119491343,0.0998317512734149,100.33734859129405,0.1996635025468299,5.008426614,2,1.0986122886681096,0.5,1.5,2.25,0,0,0,0,0.3333333333333333,21,3,2,1,False,0,8,-2,2,19.29,1.0,3.7228475234413096,0
51,6,1.9459101490553128,0.1666666666666666,5,1.791759469228055,0.2,25,11.011433613,2.4858589972445024,0.0908146963551965,121.25167021350622,0.0908146963551965,11.011433613,1,0.6931471805599453,1.0,1.2,1.44,0,1,2,0,0.3333333333333333,21,3,2,1,False,0,8,-2,2,1220.04,3.0,4.735720776811741,0
52,6,1.9459101490553128,0.1666666666666666,6,1.9459101490553128,0.1666666666666666,36,12.0,2.5649493574615367,0.0833333333333333,144.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0,0,0,0,0.3333333333333333,21,3,2,1,False,0,8,-2,2,2.4869290000029843e+62,62.0,8.0,0
53,6,1.9459101490553128,0.1666666666666666,7,2.079441541679836,0.1428571428571428,49,13.00335483778,2.639296932178272,0.0769032309334969,169.08723703721654,0.0769032309334969,13.003354837780002,-1,0.0,-1.0,0.8571428571428571,0.7346938775510203,0,1,2,0,0.3333333333333333,21,3,2,1,False,0,8,-2,2,2.4869290000029843e+62,62.0,8.0,0
54,6,1.9459101490553128,0.1666666666666666,8,2.19722457733622,0.125,64,14.0032419887,2.708266310328929,0.0714120344993649,196.0907861940907,0.1428240689987298,7.00162099435,-2,0.0,-0.5,0.75,0.5625,0,0,0,0,0.3333333333333333,21,3,2,1,False,0,8,-2,2,180022831050.2401,11.0,7.06842870795497,0
55,6,1.9459101490553128,0.1666666666666666,9,2.302585092994046,0.1111111111111111,81,15.010599256,2.773250956414318,0.0666195921258961,225.31809002422776,0.1998587763776884,5.003533085333333,-3,0.0,-0.3333333333333333,0.6666666666666666,0.4444444444444444,0,1,2,0,0.3333333333333333,21,3,2,1,False,0,8,-2,2,2.449,0.0,3.2187602348454822,0
56,6,1.9459101490553128,0.1666666666666666,10,2.3978952727983707,0.1,100,16.014701252,2.834077749879244,0.0624426259512717,256.4706561908103,0.2497705038050871,4.003675313,-4,0.0,-0.25,0.6,0.36,0,0,0,0,0.3333333333333333,21,3,2,1,False,0,8,-2,2,0.747,-1.0,2.9577735339384663,0
57,6,1.9459101490553128,0.1666666666666666,11,2.4849066497880004,0.0909090909090909,121,17.022586116,2.8916257555345912,0.0587454804567017,289.768438076636,0.2937274022835086,3.4045172232,-5,0.0,-0.2,0.5454545454545454,0.2975206611570247,0,1,2,0,0.3333333333333333,21,3,2,1,False,0,8,-2,2,0.193,-1.0,2.7618524363359245,0
58,6,1.9459101490553128,0.1666666666666666,12,2.5649493574615367,0.0833333333333333,144,18.026759354,2.9458463753722484,0.055473087556256,324.96405280702646,0.3328385253375364,3.004459892333333,-6,0.0,-0.1666666666666666,0.5,0.25,0,0,0,0,0.3333333333333333,21,3,2,1,False,0,8,-2,2,0.091,-2.0,2.6530137974403645,0
59,6,1.9459101490553128,0.1666666666666666,13,2.639057329615259,0.0769230769230769,169,19.034805018,2.9974710119718715,0.0525353424452923,362.323802073278,0.3677473971170467,2.719257859714286,-7,0.0,-0.1428571428571428,0.4615384615384615,0.2130177514792899,0,1,2,0,0.3333333333333333,21,3,2,1,False,0,8,-2,2,0.049,-2.0,2.5633986933428377,0
60,6,1.9459101490553128,0.1666666666666666,14,2.70805020110221,0.0714285714285714,196,20.040319754,3.046440585187489,0.049899403416475,401.61441584256255,0.3991952273318004,2.50503996925,-8,0.0,-0.125,0.4285714285714285,0.183673469387755,0,0,0,0,0.3333333333333333,21,3,2,1,False,0,8,-2,2,0.014,-2.0,2.3820426785594124,0
61,6,1.9459101490553128,0.1666666666666666,15,2.772588722239781,0.0666666666666666,225,21.04934,3.0932826694720954,0.0475074277863343,443.0747144356,0.4275668500770095,2.338815555555556,-9,0.0,-0.1111111111111111,0.4,0.16,0,1,2,0,0.3333333333333333,21,3,2,1,False,0,8,-2,2,2.9999999999980006e-08,-8.0,0.02999999999998,0
62,6,1.9459101490553128,0.1666666666666666,16,2.833213344056216,0.0625,256,22.0572,3.13797808509221,0.0453366701122535,486.52007184000007,0.4533667011225359,2.2057200000000003,-10,0.0,-0.1,0.375,0.140625,0,0,0,0,0.3333333333333333,21,3,2,1,False,0,8,-2,2,0.0062,-3.0,2.2641305631660846,0
63,7,2.079441541679836,0.1428571428571428,3,1.3862943611198906,0.3333333333333333,9,10.041653674,2.4016748189432446,0.0995851910915046,100.83480850855771,0.3983407643660187,2.5104134185,4,1.6094379124341005,0.25,2.333333333333333,5.4444444444444455,1,1,3,0,0.5,21,3,2,1,False,0,8,-1,1,2e-22,-22.0,2e-16,0
64,7,2.079441541679836,0.1428571428571428,4,1.6094379124341005,0.25,16,11.026090956,2.4870785358683367,0.0906939734118405,121.57468176998502,0.2720819202355217,3.675363652,3,1.3862943611198906,0.3333333333333333,1.75,3.0625,1,0,1,0,0.5,21,3,2,1,False,0,8,-1,1,5.9e-22,-22.0,5.9e-16,0
65,7,2.079441541679836,0.1428571428571428,5,1.791759469228055,0.2,25,12.018613197,2.5663801178202297,0.0832042752028672,144.44706317910257,0.1664085504057344,6.0093065985,2,1.0986122886681096,0.5,1.4,1.96,1,1,3,0,0.5,21,3,2,1,False,0,8,-1,1,0.011,-2.0,2.3471308950527416,0
66,7,2.079441541679836,0.1428571428571428,6,1.9459101490553128,0.1666666666666666,36,13.005738609,2.639467146271797,0.0768891356395551,169.14923676563325,0.0768891356395551,13.005738609,1,0.6931471805599453,1.0,1.1666666666666667,1.3611111111111114,1,0,1,0,0.5,21,3,2,1,False,0,8,-1,1,597.9,2.0,4.561525518608769,0
67,7,2.079441541679836,0.1428571428571428,7,2.079441541679836,0.1428571428571428,49,14.00307400478,2.708255113758178,0.0714128911736556,196.0860815833454,0.0,0.0,0,0.0,0.0,1.0,1.0,1,1,3,0,0.5,21,3,2,1,False,0,8,-1,1,2.4869290000029843e+62,62.0,8.0,0
68,7,2.079441541679836,0.1428571428571428,8,2.19722457733622,0.125,64,15.00010889823,2.7725955283559944,0.066666182678047,225.0032669587588,0.066666182678047,15.000108898229998,-1,0.0,-1.0,0.875,0.765625,1,0,1,0,0.5,21,3,2,1,False,0,8,-1,1,2.4869290000029843e+62,62.0,8.0,0
69,7,2.079441541679836,0.1428571428571428,9,2.302585092994046,0.1111111111111111,81,16.006101658,2.833572200718285,0.0624761744843842,256.1952902862303,0.1249523489687685,8.003050829,-2,0.0,-0.5,0.7777777777777778,0.6049382716049383,1,1,3,0,0.5,21,3,2,1,False,0,8,-1,1,7.13,0.0,3.4797620729214165,0
70,7,2.079441541679836,0.1428571428571428,10,2.3978952727983707,0.1,100,17.008450261,2.890841106679235,0.0587943042813828,289.2873802809109,0.1763829128441486,5.669483420333334,-3,0.0,-0.3333333333333333,0.7,0.4899999999999999,1,0,1,0,0.5,21,3,2,1,False,0,8,-1,1,4.173,0.0,3.3489289139930274,0
71,7,2.079441541679836,0.1428571428571428,11,2.4849066497880004,0.0909090909090909,121,18.014078959,2.945179702605192,0.0555121359396723,324.5070407410865,0.2220485437586895,4.50351973975,-4,0.0,-0.25,0.6363636363636364,0.4049586776859504,1,1,3,0,0.5,21,3,2,1,False,0,8,-1,1,0.624,-1.0,2.931728196560808,0
72,7,2.079441541679836,0.1428571428571428,12,2.5649493574615367,0.0833333333333333,144,19.017028697,2.9965833461389546,0.0525844502804874,361.6473804625216,0.2629222514024373,3.8034057394,-5,0.0,-0.2,0.5833333333333334,0.3402777777777778,1,0,1,0,0.5,21,3,2,1,False,0,8,-1,1,0.271,-1.0,2.810989763624802,0
73,7,2.079441541679836,0.1428571428571428,13,2.639057329615259,0.0769230769230769,169,20.023365807,3.04563447665506,0.04994165364798,400.9351782409368,0.2996499218878801,3.3372276345,-6,0.0,-0.1666666666666666,0.5384615384615384,0.2899408284023668,1,1,3,0,0.5,21,3,2,1,False,0,8,-1,1,0.13,-1.0,2.704647784102279,0
74,7,2.079441541679836,0.1428571428571428,14,2.70805020110221,0.0714285714285714,196,21.02710824,3.0922738875591667,0.0475576569343802,442.1392809366759,0.3329035985406617,3.0038726057142857,-7,0.0,-0.1428571428571428,0.5,0.25,1,0,1,0,0.5,21,3,2,1,False,0,8,-1,1,0.085,-2.0,2.643139641904764,0
75,7,2.079441541679836,0.1428571428571428,15,2.772588722239781,0.0666666666666666,225,22.034394934,3.136988530797394,0.045383592469651,485.51456010748495,0.3630687397572085,2.75429936675,-8,0.0,-0.125,0.4666666666666667,0.2177777777777778,1,1,3,0,0.5,21,3,2,1,False,0,8,-1,1,0.024,-2.0,2.4600704139038685,0
76,7,2.079441541679836,0.1428571428571428,16,2.833213344056216,0.0625,256,23.04122,3.1797698571314124,0.0434004796621012,530.8978190884,0.390604316958911,2.560135555555555,-9,0.0,-0.1111111111111111,0.4375,0.19140625,1,0,1,0,0.5,21,3,2,1,False,0,8,-1,1,0.0145,-2.0,2.387122667411658,0
77,7,2.079441541679836,0.1428571428571428,17,2.8903717578961645,0.0588235294117647,289,24.05104,3.220915343635136,0.0415782436019398,578.4525250816,0.4157824360193987,2.405104,-10,0.0,-0.1,0.4117647058823529,0.1695501730103806,1,1,3,0,0.5,21,3,2,1,False,0,8,-1,1,5.200000000001e-08,-8.0,0.05200000000001,0
