Z,N,Nuclide,Mass,Mass Uncertainty (%),Half Life,M,N/P,Adj. N/P,P/N,Adj. P/N,M/P,M/N,M*N/P,M*P/N,Adj. M*N/P,Adj. M*P/N,N/Mass,P/Mass,Adj. N/Mass,Adj. P/Mass,Adj. N/Mass - Z,Adj. P/Mass - Z,Half Life (Seconds),Half Life Seconds Value,Magnitude of Value,isStable,(-ZM/N)^Adj. P/Mass,-ZM/N
41,44.0,Nb- 86,85.92578138799999,0.0,88S 1,-66.28,1.0731707317073171,0.07317073170731714,0.9318181818181818,0.06818181818181823,-1.6165853658536586,-1.5063636363636363,-71.12975609756099,-61.76090909090909,-4.84975609756098,-4.519090909090912,0.5120698268813747,0.47715597504855367,0.4879301731186253,0.5228440249514463,-40.51206982688137,-40.477155975048554,88.0,8.8,1.0,0.0,8.635031933329529,61.76090909090909
41,45.0,Nb- 87,86.92069233,0.0,3.73M 9,-69.133,1.0975609756097562,0.09756097560975618,0.9111111111111111,0.0888888888888889,-1.686170731707317,-1.5362888888888888,-75.87768292682927,-62.98784444444444,-6.744682926829274,-6.145155555555556,0.5177133176661157,0.47169435609579435,0.4822866823338843,0.5283056439042056,-40.517713317666114,-40.471694356095796,223.8,2.238,2.0,1.0,8.923957512026092,62.987844444444434
41,46.0,Nb- 88,87.91822222200001,0.0001,14.55M 6,-73.873,1.1219512195121952,0.12195121951219523,0.8913043478260869,0.10869565217391308,-1.8017804878048782,-1.6059347826086958,-82.8819024390244,-65.84332608695652,-9.008902439024398,-8.029673913043482,0.5232134913265943,0.4663424596606602,0.47678650867340566,0.5336575403393398,-40.523213491326594,-40.46634245966066,873.0,8.73,2.0,1.0,9.342487244495864,65.84332608695652
41,47.0,Nb- 89,88.913418245,0.0,2.03H 7,-76.18,1.146341463414634,0.14634146341463405,0.8723404255319149,0.12765957446808507,-1.858048780487805,-1.6208510638297873,-87.32829268292683,-66.45489361702128,-11.148292682926824,-9.725106382978721,0.5286041289121512,0.4611227507531532,0.47139587108784875,0.5388772492468468,-40.52860412891215,-40.461122750753155,7307.999999999999,7.308,3.0,1.0,9.596620451831498,66.45489361702128
41,48.0,Nb- 90,89.911257368,0.0,14.60H 5,-80.625,1.170731707317073,0.1707317073170731,0.8541666666666666,0.14583333333333337,-1.9664634146341464,-1.6796875,-94.39024390243902,-68.8671875,-13.76524390243902,-11.757812500000004,0.5338597346441238,0.4560051900085224,0.46614026535587616,0.5439948099914775,-40.533859734644125,-40.456005190008526,52560.0,5.256,4.0,1.0,9.99698815338093,68.8671875
41,49.0,Nb- 91,90.906988822,0.0,6.8E+2Y 13,-82.662,1.1951219512195121,0.19512195121951215,0.8367346938775511,0.16326530612244894,-2.016146341463415,-1.6869795918367347,-98.79117073170733,-69.16616326530612,-16.129170731707315,-13.495836734693874,0.5390124635625564,0.45101042869520025,0.4609875364374436,0.5489895713047998,-40.53901246356256,-40.4510104286952,21444480000.0,2.144448,10.0,1.0,10.234872707177272,69.16616326530612
41,50.0,Nb- 92,91.90718681,0.0,3.47E+7Y 24,-86.639,1.2195121951219512,0.2195121951219512,0.82,0.18000000000000005,-2.1131463414634144,-1.73278,-105.65731707317073,-71.04397999999999,-19.018317073170728,-15.595020000000003,0.5440270966335325,0.4461022192394967,0.45597290336646745,0.5538977807605032,-40.544027096633535,-40.4461022192395,1094299200000000.0,1.094299,15.0,1.0,10.606127735379378,71.04398
41,51.0,Nb-nat,92.90638,0.0,,-86.4537,1.2439024390243902,0.24390243902439024,0.803921568627451,0.196078431372549,-2.108626829268293,-1.695170588235294,-107.53996829268293,-69.50199411764706,-21.086268292682927,-16.95170588235294,0.5489396960682356,0.44130446154505215,0.45106030393176444,0.5586955384549479,-40.54893969606824,-40.44130446154505,,,,,10.693396098178674,69.50199411764706
41,51.0,Nb- 93,92.906371673,0.0,-1.0,-86.4537,1.2439024390243902,0.24390243902439024,0.803921568627451,0.196078431372549,-2.108626829268293,-1.695170588235294,-107.53996829268293,-69.50199411764706,-21.086268292682927,-16.95170588235294,0.5489397452685301,0.4413045010982301,0.45106025473146993,0.5586954989017698,-40.54893974526853,-40.44130450109823,-1.0,2,2.0,1.0,10.693394304264455,69.50199411764706
41,52.0,Nb- 94,93.907277506,0.0,2.03E+4Y 16,-87.213,1.2682926829268293,0.2682926829268293,0.7884615384615384,0.21153846153846156,-2.1271463414634146,-1.6771730769230768,-110.61160975609755,-68.76409615384614,-23.39860975609756,-18.448903846153847,0.5537377014968576,0.4366008800263685,0.44626229850314236,0.5633991199736315,-40.55373770149686,-40.43660088002637,640180800000.0,6.401808,11.0,1.0,10.843462622422503,68.76409615384615
41,53.0,Nb- 95,94.906831005,0.0,34.991D 6,-86.3692,1.2926829268292683,0.29268292682926833,0.7735849056603774,0.2264150943396226,-2.1065658536585365,-1.6296075471698115,-111.64799024390246,-66.81390943396228,-25.278790243902446,-19.555290566037733,0.558442415985924,0.43200262368722425,0.44155758401407597,0.5679973763127757,-40.55844241598592,-40.432002623687225,3023222.4,3.023222,6.0,1.0,10.877262320045132,66.81390943396227
41,54.0,Nb- 96,95.908095905,0.0,23.35H 5,-86.7851,1.3170731707317074,0.3170731707317074,0.7592592592592593,0.2407407407407407,-2.116709756097561,-1.6071314814814814,-114.3023268292683,-65.89239074074075,-27.5172268292683,-20.892709259259256,0.5630390165757092,0.42749258665933476,0.4369609834242908,0.5725074133406652,-40.56303901657571,-40.42749258665933,84060.0,8.406,4.0,1.0,10.997568429175686,65.89239074074074
41,55.0,Nb- 97,96.90809355299999,0.0,72.1M 7,-85.60700000000001,1.3414634146341464,0.3414634146341464,0.7454545454545455,0.2545454545454545,-2.0879756097560978,-1.5564909090909094,-114.83865853658538,-63.816127272727286,-29.23165853658538,-21.790872727272728,0.5675480548992532,0.4230812772885342,0.4324519451007468,0.5769187227114658,-40.567548054899255,-40.42308127728853,4326.0,4.326,3.0,1.0,10.997606263871566,63.81612727272728
41,56.0,Nb- 98,97.910323116,0.0,2.86S 6,-85.6081,1.3658536585365855,0.36585365853658547,0.7321428571428571,0.2678571428571429,-2.08800243902439,-1.5287160714285712,-116.92813658536585,-62.67735892857142,-31.32003658536586,-22.930741071428574,0.5719519476373658,0.41875053309164284,0.4280480523626342,0.5812494669083572,-40.571951947637366,-40.41875053309164,2.86,2.86,0.0,0.0,11.080762063923475,62.67735892857142
41,57.0,Nb- 99,98.911614948,0.0,15.0S,-83.53,1.3902439024390243,0.3902439024390243,0.7192982456140351,0.2807017543859649,-2.0373170731707315,-1.465438596491228,-116.1270731707317,-60.08298245614035,-32.5970731707317,-23.447017543859648,0.5762720589484476,0.41451148099800617,0.4237279410515524,0.5854885190019938,-40.57627205894845,-40.41451148099801,15.0,1.5,1.0,0.0,11.001162281403614,60.08298245614036
41,58.0,Nb-100,99.914324135,0.0,1.5S 2,-82.33200000000002,1.4146341463414633,0.41463414634146334,0.7068965517241379,0.2931034482758621,-2.00809756097561,-1.4195172413793107,-116.46965853658538,-58.200206896551734,-34.13765853658537,-24.131793103448285,0.5804973461225925,0.41035157225907404,0.4195026538774075,0.589648427740926,-40.58049734612259,-40.410351572259074,1.5,1.5,0.0,0.0,10.982089363477973,58.20020689655174
41,59.0,Nb-101,100.915311979,0.0,7.1S 3,-79.803,1.4390243902439024,0.4390243902439024,0.6949152542372882,0.30508474576271183,-1.9464146341463413,-1.352593220338983,-114.83846341463413,-55.4563220338983,-35.035463414634144,-24.34667796610169,0.5846486409542848,0.4062812589682318,0.4153513590457152,0.5937187410317681,-40.584648640954285,-40.406281258968235,7.1,7.1,0.0,0.0,10.849667514447543,55.4563220338983
41,60.0,Nb-102,101.91807355200001,0.0,1.3S 2,-78.888,1.4634146341463414,0.46341463414634143,0.6833333333333333,0.31666666666666665,-1.92409756097561,-1.3148000000000002,-115.44585365853659,-53.906800000000004,-36.55785365853659,-24.9812,0.5887081447765706,0.40228389893065664,0.41129185522342937,0.5977161010693434,-40.58870814477657,-40.402283898930655,1.3,1.3,0.0,0.0,10.840048677600231,53.906800000000004
41,61.0,Nb-103,102.91945900799999,0.0,1.5S 2,-76.311,1.4878048780487805,0.4878048780487805,0.6721311475409836,0.3278688524590164,-1.8612439024390246,-1.2510000000000001,-113.5358780487805,-51.291000000000004,-37.22487804878049,-25.020000000000003,0.5926964695302026,0.3983697582088247,0.4073035304697974,0.6016302417911753,-40.5926964695302,-40.39836975820882,1.5,1.5,0.0,0.0,10.685933825764664,51.291000000000004
41,62.0,Nb-104,103.922888925,0.0,4.8S 4,-75.025,1.5121951219512195,0.5121951219512195,0.6612903225806451,0.33870967741935487,-1.829878048780488,-1.2100806451612904,-113.45243902439026,-49.61330645161291,-38.427439024390246,-25.411693548387102,0.5965961939794102,0.39452328956702937,0.4034038060205898,0.6054767104329706,-40.59659619397941,-40.39452328956703,4.8,4.8,0.0,0.0,10.632740212618899,49.61330645161291
41,63.0,Nb-105,104.924948284,0.0,2.95S 6,-71.825,1.5365853658536586,0.5365853658536586,0.6507936507936508,0.3492063492063492,-1.751829268292683,-1.140079365079365,-110.36524390243903,-46.743253968253974,-38.54024390243903,-25.081746031746032,0.6004291737126056,0.3907554940034418,0.3995708262873944,0.6092445059965582,-40.600429173712605,-40.39075549400344,2.95,2.95,0.0,0.0,10.40559915405045,46.74325396825397
41,64.0,Nb-106,105.92893354799999,0.0,0.93S 4,-69.91199999999999,1.5609756097560976,0.5609756097560976,0.640625,0.359375,-1.7051707317073168,-1.0923749999999999,-109.13092682926829,-44.787375,-39.21892682926829,-25.124624999999998,0.6041786493677804,0.3870519472512343,0.39582135063221957,0.6129480527487656,-40.60417864936778,-40.38705194725124,0.93,9.3,-1.0,0.0,10.281881999716164,44.78737499999999
41,65.0,Nb-107,106.93159551299999,0.0,0.30S 3,-66.2,1.5853658536585367,0.5853658536585367,0.6307692307692307,0.36923076923076925,-1.6146341463414635,-1.0184615384615385,-104.95121951219514,-41.75692307692308,-38.75121951219513,-24.443076923076926,0.6078652402796866,0.38342269002257157,0.3921347597203134,0.6165773099774284,-40.607865240279686,-40.38342269002257,0.3,3.0,-1.0,0.0,9.983996320185891,41.75692307692308
41,66.0,Nb-108,107.93605500000001,0.0001,0.193S 17,-63.72,1.6097560975609757,0.6097560975609757,0.6212121212121212,0.3787878787878788,-1.5541463414634147,-0.9654545454545455,-102.57365853658537,-39.583636363636366,-38.85365853658537,-24.136363636363637,0.6114731541744786,0.37985453516899426,0.38852684582552144,0.6201454648310057,-40.611473154174476,-40.379854535168995,0.193,1.93,-1.0,0.0,9.78795826973338,39.58363636363636
41,67.0,Nb-109,108.93903999999999,0.0003,0.19S 3,-59.54600000000001,1.6341463414634145,0.6341463414634145,0.6119402985074627,0.3880597014925373,-1.4523414634146343,-0.8887462686567165,-97.30687804878049,-36.43859701492538,-37.760878048780484,-23.10740298507463,0.615022860491519,0.3763572728380937,0.384977139508481,0.6236427271619063,-40.61502286049152,-40.37635727283809,0.19,1.9,-1.0,0.0,9.415785671266962,36.43859701492538
41,68.0,Nb-110,109.94386000000002,0.0003,0.17S 2,-56.62,1.6585365853658536,0.6585365853658536,0.6029411764705882,0.3970588235294118,-1.3809756097560975,-0.8326470588235294,-93.90634146341462,-34.1385294117647,-37.28634146341463,-22.481470588235293,0.6184974768031611,0.3729175963077883,0.38150252319683886,0.6270824036922117,-40.618497476803164,-40.372917596307786,0.17,1.7,-1.0,0.0,9.151048146255254,34.13852941176471
41,69.0,Nb-111,110.94736999999999,0.0004,,-52.14,1.6829268292682926,0.6829268292682926,0.5942028985507246,0.4057971014492754,-1.2717073170731708,-0.7556521739130435,-87.74780487804878,-30.981739130434782,-35.607804878048775,-21.15826086956522,0.6219164996880954,0.3695445867711871,0.37808350031190463,0.6304554132288129,-40.6219164996881,-40.369544586771184,,,,,8.711154547618008,30.981739130434786
41,70.0,Nb-112,111.95228999999999,0.0005,,-48.88,1.7073170731707317,0.7073170731707317,0.5857142857142857,0.41428571428571426,-1.1921951219512197,-0.6982857142857143,-83.45365853658537,-28.62971428571429,-34.57365853658536,-20.250285714285713,0.6252663523006096,0.36622743491892845,0.37473364769939044,0.6337725650810715,-40.625266352300606,-40.366227434918926,,,,,8.380899943018607,28.62971428571429
41,71.0,Nb-113,112.95638999999998,0.0005,,-44.27,1.7317073170731707,0.7317073170731707,0.5774647887323944,0.4225352112676056,-1.0797560975609757,-0.6235211267605634,-76.66268292682928,-25.5643661971831,-32.392682926829266,-18.7056338028169,0.6285611641802648,0.3629719398787444,0.37143883581973525,0.6370280601212557,-40.62856116418026,-40.36297193987875,,,,,7.883208487317233,25.5643661971831
41,72.0,,,,,-40.51,1.7560975609756098,0.7560975609756098,0.5694444444444444,0.4305555555555556,-0.9880487804878049,-0.5626388888888889,-71.13951219512195,-23.068194444444444,-30.62951219512195,-17.441805555555554,,,,,,,,,,,,23.068194444444444
41,73.0,,,,,-35.39,1.7804878048780488,0.7804878048780488,0.5616438356164384,0.4383561643835616,-0.8631707317073171,-0.4847945205479452,-63.01146341463415,-19.876575342465756,-27.621463414634146,-15.513424657534246,,,,,,,,,,,,19.876575342465753
41,74.0,,,,,-31.35,1.8048780487804879,0.8048780487804879,0.5540540540540541,0.44594594594594594,-0.7646341463414634,-0.42364864864864865,-56.582926829268295,-17.369594594594595,-25.232926829268294,-13.980405405405406,,,,,,,,,,,,17.369594594594595
42,40.0,Mo- 83,82.94988000000001,0.0005,23MS 19,,0.9523809523809523,0.04761904761904767,1.05,0.050000000000000044,,,,,,,0.4822189013413883,0.5063298464084577,0.5177810986586118,0.4936701535915423,-41.48221890134139,-41.506329846408455,0.023,2.3,-2.0,0.0,,
42,41.0,Mo- 84,83.94149,0.0005,3.8MS 9,-46.69,0.9761904761904762,0.023809523809523836,1.024390243902439,0.024390243902439046,-1.1116666666666666,-1.138780487804878,-45.57833333333333,-47.82878048780488,-1.111666666666668,-1.138780487804879,0.48843545664962584,0.5003485165679094,0.5115645433503742,0.49965148343209065,-41.488435456649626,-41.50034851656791,0.0038,3.8,-3.0,0.0,6.906519689352571,47.82878048780488
42,42.0,Mo- 85,84.938260738,0.0,3.2S 2,-54.5,1.0,0.0,1.0,0.0,-1.2976190476190477,-1.2976190476190477,-54.5,-54.5,-0.0,-0.0,0.49447680744903555,0.49447680744903555,0.5055231925509645,0.5055231925509645,-41.49447680744903,-41.49447680744903,3.2,3.2,0.0,0.0,7.547249431449861,54.5
42,43.0,Mo- 86,85.93117481700001,0.0,19.6S 11,-57.51,1.0238095238095237,0.023809523809523725,0.9767441860465116,0.023255813953488413,-1.3692857142857142,-1.3374418604651162,-58.87928571428571,-56.17255813953488,-1.3692857142857093,-1.3374418604651186,0.5004004669035804,0.48876324674303206,0.4995995330964196,0.5112367532569679,-41.50040046690358,-41.488763246743034,19.6,1.96,1.0,0.0,7.841895903245976,56.172558139534885
42,44.0,Mo- 87,86.928198287,0.0,13.4S 4,-64.11,1.0476190476190477,0.04761904761904767,0.9545454545454546,0.045454545454545414,-1.5264285714285715,-1.4570454545454545,-67.16285714285715,-61.19590909090909,-3.052857142857146,-2.9140909090909064,0.5061648678686597,0.48315737387462965,0.49383513213134034,0.5168426261253704,-41.50616486786866,-41.48315737387463,13.4,1.34,1.0,0.0,8.384058358373421,61.19590909090909
42,45.0,Mo- 88,87.921967781,0.0,8.0M 2,-66.8848,1.0714285714285714,0.0714285714285714,0.9333333333333333,0.06666666666666665,-1.592495238095238,-1.4863288888888888,-71.66228571428572,-62.42581333333333,-4.777485714285712,-4.458986666666665,0.5118174801556765,0.47769631481196473,0.4881825198443235,0.5223036851880353,-41.51181748015568,-41.477696314811965,480.0,4.8,2.0,1.0,8.66413763744823,62.42581333333333
42,46.0,Mo- 89,88.919468151,0.0,2.11M 10,-72.687,1.0952380952380953,0.09523809523809534,0.9130434782608695,0.08695652173913049,-1.7306428571428571,-1.5801521739130435,-79.60957142857143,-66.36639130434781,-6.922571428571436,-6.320608695652178,0.5173220325821605,0.4723375080097986,0.4826779674178395,0.5276624919902013,-41.51732203258216,-41.4723375080098,126.6,1.266,2.0,1.0,9.149002141871506,66.36639130434781
42,47.0,Mo- 90,89.913929419,0.0,5.67H 5,-75.015,1.119047619047619,0.11904761904761907,0.8936170212765957,0.1063829787234043,-1.7860714285714285,-1.596063829787234,-83.94535714285715,-67.03468085106383,-8.930357142857144,-7.980319148936173,0.5227221221862013,0.46711338578341394,0.4772778778137987,0.532886614216586,-41.5227221221862,-41.46711338578341,20412.0,2.0412,4.0,1.0,9.401790761242848,67.03468085106383
42,48.0,Mo- 91,90.91174549899999,0.0,15.49M 1,-80.173,1.1428571428571428,0.1428571428571428,0.875,0.125,-1.9088809523809525,-1.6702708333333334,-91.62628571428571,-70.151375,-11.453285714285709,-10.021625,0.5279845825920039,0.46198650976800343,0.47201541740799613,0.5380134902319966,-41.527984582592005,-41.461986509768,929.4,9.294,2.0,1.0,9.844470740296561,70.151375
42,49.0,Mo- 92,91.906806296,0.0,-1.0,-82.209,1.1666666666666667,0.16666666666666674,0.8571428571428571,0.1428571428571429,-1.957357142857143,-1.677734693877551,-95.91050000000001,-70.46485714285714,-13.701500000000006,-11.744142857142862,0.5331487620425844,0.45698465317935805,0.46685123795741557,0.543015346820642,-41.533148762042586,-41.45698465317936,-1.0,2,2.0,1.0,10.08039311762164,70.46485714285714
42,50.0,Mo- 93,92.906807914,0.0,4.0E+3Y 8,-86.8078,1.1904761904761905,0.19047619047619047,0.84,0.16000000000000003,-2.066852380952381,-1.736156,-103.34261904761905,-72.91855199999999,-16.534819047619045,-13.889248000000002,0.5381736938619497,0.45206590284403775,0.4618263061380503,0.5479340971559623,-41.53817369386195,-41.45206590284404,126144000000.0,1.26144,11.0,1.0,10.488478139675383,72.918552
42,51.0,Mo- 94,93.90508352399999,0.0,-1.0,-86.8063,1.2142857142857142,0.2142857142857142,0.8235294117647058,0.17647058823529416,-2.0668166666666665,-1.70208431372549,-105.40764999999999,-71.48754117647059,-18.60134999999999,-15.318758823529414,0.5431015881793616,0.44726013144182725,0.4568984118206384,0.5527398685581728,-41.54310158817936,-41.44726013144183,-1.0,2,2.0,1.0,10.590270308968707,71.48754117647059
42,52.0,Mo- 95,94.905837386,0.0,-1.0,-88.4128,1.2380952380952381,0.23809523809523814,0.8076923076923077,0.1923076923076923,-2.1050666666666666,-1.700246153846154,-109.46346666666668,-71.41033846153847,-21.05066666666667,-17.00246153846154,0.5479115029406059,0.44254390622125855,0.45208849705939413,0.5574560937787414,-41.54791150294061,-41.44254390622126,-1.0,2,2.0,1.0,10.799170969610154,71.41033846153846
42,53.0,Mo-nat,95.96,0.0208,,-87.7106,1.2619047619047619,0.26190476190476186,0.7924528301886793,0.2075471698113207,-2.088347619047619,-1.6549169811320754,-110.68242380952381,-69.50651320754717,-22.971823809523805,-18.204086792452827,0.5523134639433097,0.43768236765318885,0.4476865360566903,0.5623176323468111,-41.55231346394331,-41.43768236765319,,,,,10.85933971316089,69.50651320754717
42,53.0,Mo- 96,95.904674734,0.0,-1.0,-87.7106,1.2619047619047619,0.26190476190476186,0.7924528301886793,0.2075471698113207,-2.088347619047619,-1.6549169811320754,-110.68242380952381,-69.50651320754717,-22.971823809523805,-18.204086792452827,0.552632081251515,0.4379348568408232,0.447367918748485,0.5620651431591768,-41.55263208125152,-41.437934856840826,-1.0,2,2.0,1.0,10.847716532001753,69.50651320754717
42,54.0,Mo- 97,96.906016735,0.0,-1.0,-88.7936,1.2857142857142858,0.2857142857142858,0.7777777777777778,0.2222222222222222,-2.114133333333333,-1.644325925925926,-114.1632,-69.0616888888889,-25.36960000000001,-19.73191111111111,0.5572409414749638,0.4334096211471941,0.44275905852503616,0.5665903788528059,-41.557240941474966,-41.43340962114719,-1.0,2,2.0,1.0,11.017780068668722,69.06168888888888
42,55.0,Mo- 98,97.90540344,0.0,-1.0,-87.5436,1.3095238095238095,0.30952380952380953,0.7636363636363637,0.23636363636363633,-2.0843714285714285,-1.591701818181818,-114.64042857142857,-66.85147636363637,-27.09682857142857,-20.692123636363632,0.5617667469569849,0.4289855158580612,0.4382332530430151,0.5710144841419388,-41.561766746956984,-41.42898551585806,-1.0,2,2.0,1.0,11.019574306271652,66.85147636363637
42,56.0,Mo- 99,98.90770714899999,0.0,65.94H 1,-88.1148,1.3333333333333333,0.33333333333333326,0.75,0.25,-2.097971428571429,-1.5734785714285715,-117.4864,-66.0861,-29.371599999999994,-22.0287,0.5661843916332883,0.42463829372496625,0.43381560836671174,0.5753617062750338,-41.566184391633286,-41.42463829372497,237383.99999999997,2.37384,5.0,1.0,11.148634203160698,66.0861
42,57.0,Mo-100,99.90747355200001,0.0,1.2E+19Y +3 -2,-85.969,1.3571428571428572,0.3571428571428572,0.7368421052631579,0.26315789473684215,-2.046880952380952,-1.5082280701754385,-116.67221428571429,-63.345578947368416,-30.70321428571429,-22.62342105263158,0.5705278891907175,0.42038897098263395,0.4294721108092825,0.579611029017366,-41.570527889190714,-41.420388970982636,3.78432e+26,3.78432,26.0,1.0,11.07374820468836,63.345578947368416
42,58.0,Mo-101,100.910343218,0.0,14.61M 3,-86.1895,1.380952380952381,0.38095238095238093,0.7241379310344828,0.27586206896551724,-2.0521309523809523,-1.4860258620689655,-119.02359523809523,-62.41308620689655,-32.83409523809524,-23.776413793103448,0.5747676417540336,0.4162110509253347,0.4252323582459664,0.5837889490746653,-41.574767641754036,-41.416211050925334,876.5999999999999,8.766,2.0,1.0,11.17022933742526,62.41308620689655
42,59.0,Mo-102,101.910280781,0.0,11.3M 2,-83.5164,1.4047619047619047,0.40476190476190466,0.711864406779661,0.288135593220339,-1.9884857142857144,-1.4155322033898305,-117.32065714285714,-59.452352542372886,-33.80425714285714,-24.064047457627122,0.5789406088163764,0.4121272130557256,0.42105939118362357,0.5878727869442744,-41.578940608816374,-41.412127213055726,678.0,6.78,2.0,1.0,11.0404226820277,59.452352542372886
42,60.0,Mo-103,102.91307503799999,0.0,67.5S 15,-83.57,1.4285714285714286,0.4285714285714286,0.7,0.30000000000000004,-1.9897619047619046,-1.3928333333333331,-119.38571428571427,-58.49899999999999,-35.815714285714286,-25.071,0.5830162977624115,0.40811140843368804,0.4169837022375885,0.5918885915663119,-41.58301629776241,-41.40811140843369,67.5,6.75,1.0,0.0,11.116165461680044,58.498999999999995
42,61.0,Mo-104,103.91373089700001,0.0,60S 2,-80.967,1.4523809523809523,0.45238095238095233,0.6885245901639344,0.3114754098360656,-1.9277857142857142,-1.327327868852459,-117.59492857142857,-55.74777049180328,-36.62792857142857,-25.219229508196722,0.5870254053380454,0.40418142662619516,0.41297459466195463,0.5958185733738048,-41.587025405338046,-41.404181426626195,60.0,6.0,1.0,0.0,10.975764494808315,55.74777049180328
42,62.0,Mo-105,104.916965049,0.0,35.6S 16,-80.35600000000002,1.4761904761904763,0.4761904761904763,0.6774193548387096,0.32258064516129037,-1.9132380952380958,-1.2960645161290327,-118.62076190476195,-54.43470967741937,-38.264761904761926,-25.921290322580656,0.5909435139592893,0.4003165739724218,0.40905648604071065,0.5996834260275782,-41.59094351395929,-41.400316573972425,35.6,3.56,1.0,0.0,10.989451418693786,54.43470967741937
42,63.0,Mo-106,105.91825584200001,0.0,8.73S 12,-77.343,1.5,0.5,0.6666666666666666,0.33333333333333337,-1.8415000000000001,-1.2276666666666667,-116.0145,-51.562,-38.6715,-25.781000000000002,0.5947983140317012,0.39653220935446754,0.40520168596829875,0.6034677906455325,-41.5947983140317,-41.39653220935447,8.73,8.73,0.0,0.0,10.797814289786004,51.562000000000005
42,64.0,Mo-107,106.92210222799999,0.0,3.5S 5,-76.141,1.5238095238095237,0.5238095238095237,0.65625,0.34375,-1.8128809523809526,-1.189703125,-116.02438095238095,-49.96753125,-39.883380952380946,-26.17346875,0.5985666075244838,0.3928093361879425,0.40143339247551624,0.6071906638120574,-41.59856660752448,-41.392809336187945,3.5,3.5,0.0,0.0,10.750469445819151,49.96753125000001
42,65.0,Mo-108,107.924029814,0.0,1.09S 2,-72.558,1.5476190476190477,0.5476190476190477,0.6461538461538462,0.3538461538461538,-1.7275714285714288,-1.1162769230769232,-112.29214285714288,-46.88363076923078,-39.734142857142864,-25.67436923076923,0.6022755090967531,0.38916263664713274,0.3977244909032469,0.6108373633528672,-41.602275509096756,-41.389162636647136,1.09,1.09,0.0,0.0,10.48871310719782,46.88363076923077
42,66.0,Mo-109,108.928420455,0.0,0.53S 6,-70.762,1.5714285714285714,0.5714285714285714,0.6363636363636364,0.36363636363636365,-1.6848095238095238,-1.072151515151515,-111.19742857142857,-45.03036363636364,-40.43542857142857,-25.731636363636365,0.6059024791171521,0.38557430489273314,0.3940975208828479,0.6144256951072669,-41.605902479117155,-41.385574304892735,0.53,5.3,-1.0,0.0,10.374238737187877,45.03036363636364
42,67.0,Mo-110,109.930699942,0.0,0.30S 4,-66.672,1.5952380952380953,0.5952380952380953,0.6268656716417911,0.3731343283582089,-1.5874285714285714,-0.9951044776119402,-106.3577142857143,-41.79438805970149,-39.68571428571429,-24.877611940298504,0.6094748785857775,0.3820588791134725,0.39052512141422246,0.6179411208865275,-41.60947487858578,-41.38205887911347,0.3,3.0,-1.0,0.0,10.040502670027665,41.79438805970149
42,68.0,Mo-111,110.93552,0.0002,,-64.54899999999999,1.619047619047619,0.6190476190476191,0.6176470588235294,0.38235294117647056,-1.5368809523809521,-0.9492499999999999,-104.50790476190475,-39.8685,-39.95890476190476,-24.680499999999995,0.6129686866749261,0.37859830647568965,0.3870313133250739,0.6214016935243103,-41.612968686674925,-41.37859830647569,,,,,9.877206378854531,39.8685
42,69.0,Mo-112,111.9382,0.0003,,-59.938,1.6428571428571428,0.6428571428571428,0.6086956521739131,0.3913043478260869,-1.4270952380952382,-0.8686666666666667,-98.46957142857143,-36.484,-38.531571428571425,-23.453999999999997,0.6164115556619635,0.3752070338811952,0.3835884443380365,0.6247929661188047,-41.61641155566196,-41.375207033881196,,,,,9.462167273033046,36.484
42,70.0,Mo-113,112.94317,0.0003,,-57.46,1.6666666666666667,0.6666666666666667,0.6,0.4,-1.368095238095238,-0.8208571428571428,-95.76666666666667,-34.476,-38.30666666666667,-22.984,0.6197807268912321,0.3718684361347393,0.3802192731087679,0.6281315638652607,-41.619780726891236,-41.37186843613474,,,,,9.241934309926124,34.476
42,71.0,Mo-114,113.94633,0.0004,,-52.77,1.6904761904761905,0.6904761904761905,0.5915492957746479,0.4084507042253521,-1.2564285714285715,-0.7432394366197184,-89.20642857142857,-31.21605633802817,-36.43642857142857,-21.553943661971832,0.6231003666375213,0.3685945830813507,0.37689963336247867,0.6314054169186494,-41.62310036663752,-41.368594583081354,,,,,8.781291352738632,31.21605633802817
42,72.0,Mo-115,114.95196000000001,0.0004,,-49.81,1.7142857142857142,0.7142857142857142,0.5833333333333334,0.41666666666666663,-1.185952380952381,-0.6918055555555556,-85.38857142857142,-29.055833333333336,-35.57857142857142,-20.754166666666666,0.6263486068441112,0.3653700206590648,0.3736513931558888,0.6346299793409351,-41.62634860684411,-41.365370020659064,,,,,8.484216486427277,29.055833333333336
42,73.0,,,,,-44.75,1.7380952380952381,0.7380952380952381,0.5753424657534246,0.4246575342465754,-1.0654761904761905,-0.613013698630137,-77.77976190476191,-25.746575342465754,-33.029761904761905,-19.003424657534246,,,,,,,,,,,,25.746575342465754
42,74.0,,,,,-41.5,1.7619047619047619,0.7619047619047619,0.5675675675675675,0.43243243243243246,-0.9880952380952381,-0.5608108108108109,-73.11904761904762,-23.554054054054053,-31.619047619047617,-17.945945945945947,,,,,,,,,,,,23.554054054054056
42,75.0,,,,,-36.17,1.7857142857142858,0.7857142857142858,0.56,0.43999999999999995,-0.8611904761904763,-0.4822666666666667,-64.58928571428572,-20.255200000000002,-28.41928571428572,-15.9148,,,,,,,,,,,,20.2552
