Z,N,Nuclide,Mass,Mass Uncertainty (%),Half Life,M,N/P,Adj. N/P,P/N,Adj. P/N,M/P,M/N,M*N/P,M*P/N,Adj. M*N/P,Adj. M*P/N,N/Mass,P/Mass,Adj. N/Mass,Adj. P/Mass,Adj. N/Mass - Z,Adj. P/Mass - Z,Half Life (Seconds),Half Life Seconds Value,Magnitude of Value,isStable,(-ZM/N)^Adj. P/Mass,-ZM/N
105,163.0,Db-268,268.125607,0.0002,16H +19 -6,,1.5523809523809524,0.5523809523809524,0.6441717791411042,0.35582822085889576,,,,,,,0.6079240316647563,0.3916075050601191,0.3920759683352437,0.6083924949398809,-104.60792403166475,-104.39160750506012,57600.0,5.76,4.0,1.0,,
105,165.0,,,,,110.49,1.5714285714285714,0.5714285714285714,0.6363636363636364,0.36363636363636365,1.0522857142857143,0.6696363636363636,173.62714285714284,70.31181818181818,63.13714285714285,40.17818181818182,,,,,,,,,,,,-70.31181818181818
105,166.0,,,,,112.74,1.5809523809523809,0.5809523809523809,0.6325301204819277,0.3674698795180723,1.0737142857142856,0.679156626506024,178.2365714285714,71.31144578313253,65.49657142857141,41.42855421686747,,,,,,,,,,,,-71.31144578313253
105,167.0,,,,,114.08,1.5904761904761904,0.5904761904761904,0.6287425149700598,0.37125748502994016,1.0864761904761904,0.6831137724550899,181.4415238095238,71.72694610778443,67.3615238095238,42.35305389221557,,,,,,,,,,,,-71.72694610778443
105,168.0,,,,,117.06,1.6,0.6000000000000001,0.625,0.375,1.1148571428571428,0.6967857142857143,187.29600000000002,73.1625,70.23600000000002,43.8975,,,,,,,,,,,,-73.1625
105,169.0,,,,,119.15,1.6095238095238096,0.6095238095238096,0.621301775147929,0.37869822485207105,1.1347619047619049,0.7050295857988166,191.77476190476193,74.02810650887574,72.62476190476191,45.12189349112427,,,,,,,,,,,,-74.02810650887574
106,150.0,,,,,106.54799999999999,1.4150943396226414,0.4150943396226414,0.7066666666666667,0.29333333333333333,1.0051698113207546,0.71032,150.7754716981132,75.29391999999999,44.22747169811319,31.254079999999995,,,,,,,,,,,,-75.29392
106,151.0,,,,,108.006,1.4245283018867925,0.42452830188679247,0.7019867549668874,0.29801324503311255,1.0189245283018868,0.7152715231788079,153.8576037735849,75.81878145695364,45.851603773584905,32.187218543046356,,,,,,,,,,,,-75.81878145695364
106,152.0,Sg-258,258.11303599999997,0.0002,2.9MS +13 -7,108.37,1.4339622641509433,0.4339622641509433,0.6973684210526315,0.3026315789473685,1.0223584905660377,0.7129605263157895,155.39849056603774,75.57381578947368,47.028490566037725,32.79618421052632,0.5888892802764135,0.41067278756118314,0.4111107197235865,0.5893272124388169,-105.58888928027642,-105.41067278756118,0.0029,2.9,-3.0,0.0,,-75.5738157894737
106,153.0,Sg-259,259.114318,0.0,0.48S +28 -13,110.19,1.4433962264150944,0.44339622641509435,0.6928104575163399,0.30718954248366015,1.0395283018867925,0.7201960784313726,159.04783018867926,76.34078431372549,48.857830188679245,33.84921568627451,0.5904729664533628,0.4090858460395847,0.4095270335466372,0.5909141539604152,-105.59047296645336,-105.40908584603959,0.48,4.8,-1.0,0.0,,-76.34078431372549
106,154.0,Sg-260,260.114379591,0.0,3.6MS +9 -6,110.78,1.4528301886792452,0.4528301886792452,0.6883116883116883,0.3116883116883117,1.0450943396226415,0.7193506493506494,160.94452830188678,76.25116883116883,50.16452830188678,34.52883116883117,0.592047237996405,0.4075130339455775,0.407952762003595,0.5924869660544225,-105.59204723799641,-105.40751303394558,0.0036,3.6,-3.0,0.0,,-76.25116883116884
106,155.0,Sg-261,261.11595032,0.0,0.23S 6,112.8,1.4622641509433962,0.46226415094339623,0.6838709677419355,0.31612903225806455,1.0641509433962264,0.7277419354838709,164.9433962264151,77.14064516129032,52.14339622641509,35.65935483870968,0.5936060198928715,0.4059499232815767,0.40639398010712846,0.5940500767184234,-105.59360601989287,-105.40594992328158,0.23,2.3,-1.0,0.0,,-77.14064516129032
106,156.0,Sg-262,262.116338,0.0001,6.9MS +38 -18,,1.471698113207547,0.47169811320754707,0.6794871794871795,0.3205128205128205,,,,,,,0.5951555755368443,0.4044005833775993,0.4048444244631557,0.5955994166224007,-105.59515557553685,-105.4044005833776,0.006900000000000001,6.9,-3.0,0.0,,
106,157.0,Sg-263,263.118294,0.0,0.82S +37 -19,,1.4811320754716981,0.4811320754716981,0.6751592356687898,0.32484076433121023,,,,,,,0.596689791550564,0.4028606235946483,0.403310208449436,0.5971393764053516,-105.59668979155056,-105.40286062359465,0.82,8.2,-1.0,0.0,,
106,158.0,Sg-264,264.118933,0.0001,27MS +19 -8,105.24,1.490566037735849,0.49056603773584895,0.6708860759493671,0.3291139240506329,0.9928301886792452,0.6660759493670886,156.86716981132074,70.6040506329114,51.62716981132074,34.63594936708861,0.5982153502036145,0.40133434887077934,0.4017846497963855,0.5986656511292207,-105.59821535020362,-105.40133434887078,0.027,2.7,-2.0,0.0,,-70.6040506329114
106,159.0,Sg-265,265.12110099999995,0.0,8S 3,106.56,1.5,0.5,0.6666666666666666,0.33333333333333337,1.0052830188679245,0.670188679245283,159.84,71.03999999999999,53.28,35.52,0.5997259343004917,0.39981728953366114,0.4002740656995083,0.6001827104663389,-105.5997259343005,-105.39981728953366,8.0,8.0,0.0,0.0,,-71.04
106,160.0,Sg-266,266.122062,0.0001,21S +20 -12,121.49,1.509433962264151,0.509433962264151,0.6625,0.3375,1.1461320754716982,0.7593125,183.3811320754717,80.48712499999999,61.89113207547171,41.002875,0.6012278681351867,0.3983134626395612,0.3987721318648133,0.6016865373604388,-105.60122786813518,-105.39831346263956,21.0,2.1,1.0,0.0,,-80.48712499999999
106,161.0,Sg-267,267.124412,0.0001,19MS,124.76,1.5188679245283019,0.5188679245283019,0.6583850931677019,0.3416149068322981,1.1769811320754717,0.7749068322981367,189.49396226415095,82.14012422360248,64.73396226415095,42.619875776397514,0.6027154118733259,0.39681884259982947,0.3972845881266741,0.6031811574001705,-105.60271541187332,-105.39681884259983,0.019,1.9,-2.0,0.0,,-82.14012422360248
106,162.0,,,,,126.58,1.528301886792453,0.5283018867924529,0.654320987654321,0.345679012345679,1.1941509433962263,0.7813580246913581,193.4524528301887,82.82395061728396,66.87245283018869,43.75604938271604,,,,,,,,,,,,-82.82395061728394
106,163.0,Sg-269,269.128777,0.0002,22S +32 -11,130.02,1.5377358490566038,0.5377358490566038,0.6503067484662577,0.3496932515337423,1.2266037735849058,0.7976687116564418,199.93641509433965,84.55288343558283,69.91641509433963,45.46711656441718,0.6056580118149164,0.3938634923458965,0.3943419881850836,0.6061365076541034,-105.60565801181491,-105.3938634923459,22.0,2.2,1.0,0.0,,-84.55288343558283
106,165.0,Sg-271,271.133601,0.0002,2.4M +43 -10,,1.5566037735849056,0.5566037735849056,0.6424242424242425,0.35757575757575755,,,,,,,0.6085560749071451,0.3909511753948932,0.39144392509285486,0.6090488246051068,-105.60855607490714,-105.39095117539489,144.0,1.44,2.0,1.0,,
106,166.0,,,,,113.62,1.5660377358490567,0.5660377358490567,0.6385542168674698,0.3614457831325302,1.0718867924528301,0.6844578313253012,177.93320754716984,72.55253012048192,64.31320754716982,41.06746987951808,,,,,,,,,,,,-72.55253012048193
106,167.0,,,,,115.84,1.5754716981132075,0.5754716981132075,0.6347305389221557,0.3652694610778443,1.0928301886792453,0.6936526946107785,182.50264150943397,73.52718562874252,66.66264150943397,42.31281437125749,,,,,,,,,,,,-73.52718562874252
106,168.0,,,,,116.8,1.5849056603773586,0.5849056603773586,0.6309523809523809,0.36904761904761907,1.1018867924528302,0.6952380952380952,185.11698113207547,73.6952380952381,68.31698113207548,43.10476190476191,,,,,,,,,,,,-73.69523809523808
106,169.0,,,,,119.82,1.5943396226415094,0.5943396226415094,0.6272189349112426,0.3727810650887574,1.1303773584905659,0.7089940828402367,191.03377358490565,75.15337278106509,71.21377358490565,44.66662721893491,,,,,,,,,,,,-75.15337278106509
107,150.0,,,,,113.32,1.4018691588785046,0.4018691588785046,0.7133333333333334,0.2866666666666666,1.0590654205607477,0.7554666666666666,158.85981308411212,80.83493333333334,45.53981308411214,32.48506666666666,,,,,,,,,,,,-80.83493333333334
107,151.0,,,,,113.14,1.411214953271028,0.4112149532710281,0.7086092715231788,0.29139072847682124,1.0573831775700935,0.749271523178808,159.66485981308412,80.17205298013245,46.52485981308412,32.96794701986755,,,,,,,,,,,,-80.17205298013245
107,152.0,,,,,114.54,1.4205607476635513,0.42056074766355134,0.7039473684210527,0.29605263157894735,1.0704672897196261,0.7535526315789474,162.7110280373832,80.63013157894737,48.171028037383174,33.90986842105263,,,,,,,,,,,,-80.63013157894737
107,153.0,Bh-260,260.121648,0.0001,35MS +19 -9,114.5,1.4299065420560748,0.4299065420560748,0.6993464052287581,0.30065359477124187,1.0700934579439252,0.7483660130718954,163.72429906542055,80.07516339869281,49.22429906542057,34.42483660130719,0.5881863396467487,0.4113460022366151,0.4118136603532513,0.5886539977633849,-106.58818633964675,-106.41134600223661,0.035,3.5,-2.0,0.0,,-80.07516339869281
107,154.0,Bh-261,261.12155,0.0001,12MS +5 -3,116.06,1.439252336448598,0.43925233644859807,0.6948051948051948,0.30519480519480524,1.0846728971962618,0.7536363636363637,167.0396261682243,80.63909090909091,50.97962616822429,35.4209090909091,0.5897636560444742,0.40977085192700485,0.4102363439555258,0.5902291480729951,-106.58976365604447,-106.40977085192701,0.012,1.2,-2.0,0.0,,-80.63909090909091
107,155.0,Bh-262,262.122968,0.0001,102MS 26,116.36,1.4485981308411215,0.44859813084112155,0.6903225806451613,0.3096774193548387,1.0874766355140186,0.7507096774193548,168.5588785046729,80.32593548387096,52.198878504672905,36.034064516129035,0.5913255186397859,0.4082053580287554,0.4086744813602141,0.5917946419712445,-106.59132551863979,-106.40820535802875,0.102,1.02,-1.0,0.0,,-80.32593548387096
107,156.0,,,,,118.11,1.4579439252336448,0.4579439252336448,0.6858974358974359,0.3141025641025641,1.1038317757009346,0.7571153846153846,172.1977570093458,81.01134615384615,54.087757009345786,37.098653846153844,,,,,,,,,,,,-81.01134615384616
107,157.0,Bh-264,264.12426,0.0001,0.44S +60 -16,,1.4672897196261683,0.4672897196261683,0.6815286624203821,0.3184713375796179,,,,,,,0.5944171883340061,0.4051123512849596,0.40558281166599386,0.5948876487150404,-106.594417188334,-106.40511235128496,0.44,4.4,-1.0,0.0,,
107,158.0,Bh-265,265.124914,0.0001,0.94S +70 -31,,1.4766355140186915,0.47663551401869153,0.6772151898734177,0.32278481012658233,,,,,,,0.5959455021265938,0.4035833463768705,0.4040544978734062,0.5964166536231295,-106.5959455021266,-106.40358334637688,0.94,9.4,-1.0,0.0,,
107,159.0,Bh-266,266.126925,0.0001,10S LT,,1.485981308411215,0.485981308411215,0.6729559748427673,0.32704402515723274,,,,,,,0.5974592762457237,0.40206378967479517,0.4025407237542763,0.5979362103252048,-106.59745927624573,-106.4020637896748,10.0,1.0,1.0,0.0,,
107,160.0,Bh-267,267.127652,0.0001,17S +14 -6,124.23,1.4953271028037383,0.49532710280373826,0.66875,0.33125000000000004,1.1610280373831776,0.7764375,185.7644859813084,83.0788125,61.53448598130841,41.151187500000006,0.5989645729375856,0.4005575581520104,0.40103542706241435,0.5994424418479896,-106.59896457293759,-106.40055755815202,17.0,1.7,1.0,0.0,,-83.07881250000001
107,161.0,,,,,125.99,1.5046728971962617,0.5046728971962617,0.6645962732919255,0.3354037267080745,1.1774766355140187,0.7825465838509317,189.573738317757,83.73248447204969,63.58373831775701,42.257515527950304,,,,,,,,,,,,-83.73248447204968
107,162.0,,,,,128.79,1.514018691588785,0.514018691588785,0.6604938271604939,0.3395061728395061,1.203644859813084,0.7949999999999999,194.99046728971962,85.065,66.20046728971961,43.724999999999994,,,,,,,,,,,,-85.065
107,163.0,Bh-270,270.133311,0.0001,6E+1S +29 -3,130.63,1.5233644859813085,0.5233644859813085,0.656441717791411,0.34355828220858897,1.220841121495327,0.8014110429447853,198.99710280373833,85.75098159509201,68.36710280373832,44.879018404907974,0.6034057754543275,0.3961007237644972,0.3965942245456725,0.6038992762355029,-106.60340577545433,-106.39610072376449,60.0,6.0,1.0,0.0,,-85.75098159509201
107,164.0,,,,,133.71,1.5327102803738317,0.5327102803738317,0.6524390243902439,0.3475609756097561,1.249626168224299,0.8153048780487805,204.93869158878505,87.23762195121952,71.22869158878504,46.472378048780485,,,,,,,,,,,,-87.23762195121952
107,165.0,Bh-272,272.138038,0.0002,10S +12 -3,135.69,1.5420560747663552,0.5420560747663552,0.6484848484848484,0.35151515151515156,1.2681308411214953,0.8223636363636363,209.24158878504673,87.99290909090908,73.55158878504673,47.69709090909092,0.6063099492177569,0.3931828155533333,0.39369005078224306,0.6068171844466668,-106.60630994921776,-106.39318281555333,10.0,1.0,1.0,0.0,,-87.99290909090908
107,167.0,,,,,118.77,1.560747663551402,0.5607476635514019,0.6407185628742516,0.35928143712574845,1.1099999999999999,0.7111976047904192,185.37,76.09814371257485,66.60000000000001,42.67185628742514,,,,,,,,,,,,-76.09814371257484
107,168.0,,,,,120.81,1.5700934579439252,0.5700934579439252,0.6369047619047619,0.36309523809523814,1.1290654205607478,0.7191071428571428,189.6829906542056,76.94446428571428,68.87299065420561,43.86553571428572,,,,,,,,,,,,-76.94446428571429
107,169.0,,,,,121.48,1.5794392523364487,0.5794392523364487,0.6331360946745562,0.3668639053254438,1.1353271028037384,0.7188165680473373,191.8702803738318,76.91337278106509,70.39028037383179,44.56662721893491,,,,,,,,,,,,-76.91337278106509
108,153.0,,,,,119.72,1.4166666666666667,0.41666666666666674,0.7058823529411765,0.2941176470588235,1.1085185185185185,0.7824836601307189,169.60333333333335,84.50823529411765,49.88333333333334,35.211764705882345,,,,,,,,,,,,-84.50823529411764
108,154.0,,,,,119.564,1.4259259259259258,0.4259259259259258,0.7012987012987013,0.2987012987012987,1.107074074074074,0.7763896103896103,170.48940740740738,83.85007792207792,50.92540740740739,35.71392207792208,,,,,,,,,,,,-83.85007792207793
108,155.0,Hs-263,263.12879300000003,0.0001,,120.90100000000001,1.4351851851851851,0.4351851851851851,0.6967741935483871,0.3032258064516129,1.1194537037037038,0.7800064516129033,173.51532407407407,84.24069677419355,52.61432407407407,36.66030322580645,0.5890651427113109,0.4104453897601392,0.41093485728868906,0.5895546102398608,-107.5890651427113,-107.41044538976014,,,,,,-84.24069677419357
108,156.0,Hs-264,264.128352403,0.0,0.8MS AP,121.14,1.4444444444444444,0.4444444444444444,0.6923076923076923,0.3076923076923077,1.1216666666666666,0.7765384615384615,174.98,83.86615384615385,53.839999999999996,37.27384615384616,0.5906219403586759,0.4088921125560064,0.4093780596413241,0.5911078874439937,-107.59062194035867,-107.408892112556,0.0008,8.0,-4.0,0.0,,-83.86615384615385
108,157.0,Hs-265,265.130078394,0.0,2.0MS +3 -2,122.65,1.4537037037037037,0.4537037037037037,0.6878980891719745,0.3121019108280255,1.1356481481481482,0.7812101910828025,178.29675925925926,84.37070063694267,55.64675925925926,38.27929936305733,0.592162160366762,0.4073472185962439,0.40783783963323805,0.5926527814037561,-107.59216216036677,-107.40734721859624,0.002,2.0,-3.0,0.0,,-84.37070063694267
108,158.0,Hs-266,266.130037,0.0001,2.3MS +13 -6,,1.462962962962963,0.462962962962963,0.6835443037974683,0.31645569620253167,,,,,,,0.5936947282654907,0.405816649700462,0.40630527173450925,0.594183350299538,-107.59369472826549,-107.40581664970045,0.0023,2.3,-3.0,0.0,,
108,159.0,Hs-267,267.131673,0.0,50MS 18,,1.4722222222222223,0.4722222222222223,0.6792452830188679,0.3207547169811321,,,,,,,0.595212084790859,0.4042950009900174,0.40478791520914104,0.5957049990099825,-107.59521208479086,-107.40429500099002,0.05,5.0,-2.0,0.0,,
108,160.0,,,,,125.09,1.4814814814814814,0.4814814814814814,0.675,0.32499999999999996,1.1582407407407407,0.7818125,185.31851851851852,84.43575000000001,60.22851851851851,40.65425,,,,,,,,,,,,-84.43575000000001
108,161.0,Hs-269,269.133769,0.0,13S 6,127.77,1.4907407407407407,0.4907407407407407,0.6708074534161491,0.3291925465838509,1.1830555555555555,0.7936024844720496,190.47194444444443,85.70906832298137,62.701944444444436,42.06093167701863,0.5982155290219267,0.40128743561719304,0.40178447097807335,0.598712564382807,-107.59821552902193,-107.40128743561719,13.0,1.3,1.0,0.0,,-85.70906832298137
108,162.0,Hs-270,270.134342,0.0001,3.6S +8 -14,129.01,1.5,0.5,0.6666666666666666,0.33333333333333337,1.194537037037037,0.796358024691358,193.515,86.00666666666666,64.505,43.00333333333334,0.5997016106896915,0.39980107379312774,0.4002983893103085,0.6001989262068723,-107.59970161068969,-107.39980107379313,3.6,3.6,0.0,0.0,,-86.00666666666666
108,163.0,Hs-271,271.137149,0.0001,,131.97,1.5092592592592593,0.5092592592592593,0.6625766871165644,0.33742331288343563,1.2219444444444445,0.8096319018404908,199.17694444444444,87.440245398773,67.20694444444445,44.529754601227,0.6011717708221531,0.39832240029934074,0.3988282291778469,0.6016775997006593,-107.60117177082215,-107.39832240029934,,,,,,-87.440245398773
108,164.0,,,,,133.49,1.5185185185185186,0.5185185185185186,0.6585365853658537,0.3414634146341463,1.2360185185185186,0.8139634146341463,202.70703703703705,87.90804878048782,69.21703703703706,45.58195121951219,,,,,,,,,,,,-87.9080487804878
108,165.0,,,,,136.62,1.5277777777777777,0.5277777777777777,0.6545454545454545,0.34545454545454546,1.2650000000000001,0.8280000000000001,208.725,89.424,72.10499999999999,47.196000000000005,,,,,,,,,,,,-89.424
108,166.0,,,,,138.29,1.537037037037037,0.537037037037037,0.6506024096385542,0.3493975903614458,1.280462962962963,0.8330722891566265,212.55685185185183,89.97180722891565,74.26685185185184,48.318192771084334,,,,,,,,,,,,-89.97180722891567
108,167.0,Hs-275,275.14633599999996,0.0002,0.15S +27 -6,141.49,1.5462962962962963,0.5462962962962963,0.6467065868263473,0.3532934131736527,1.3100925925925926,0.847245508982036,218.78546296296298,91.50251497005989,77.29546296296297,49.987485029940125,0.6069497505501946,0.39251840155341927,0.3930502494498054,0.6074815984465807,-107.6069497505502,-107.39251840155342,0.15,1.5,-1.0,0.0,,-91.50251497005989
108,168.0,,,,,122.83,1.5555555555555556,0.5555555555555556,0.6428571428571429,0.3571428571428571,1.137314814814815,0.7311309523809524,191.0688888888889,78.96214285714287,68.2388888888889,43.86785714285713,,,,,,,,,,,,-78.96214285714285
108,169.0,Hs-277,277.151456,0.0003,11.4M,124.59,1.5648148148148149,0.5648148148148149,0.6390532544378699,0.36094674556213013,1.1536111111111111,0.7372189349112426,194.9602777777778,79.61964497041421,70.37027777777779,44.9703550295858,0.6097748950667609,0.38967863116692414,0.39022510493323914,0.6103213688330759,-107.60977489506676,-107.38967863116693,684.0,6.84,2.0,1.0,,-79.6196449704142
109,155.0,,,,,126.68,1.4220183486238531,0.4220183486238531,0.7032258064516129,0.2967741935483871,1.1622018348623855,0.8172903225806452,180.14128440366972,89.08464516129033,53.461284403669715,37.595354838709675,,,,,,,,,,,,-89.08464516129034
109,156.0,,,,,127.96,1.4311926605504588,0.4311926605504588,0.6987179487179487,0.3012820512820513,1.1739449541284404,0.8202564102564102,183.1354128440367,89.40794871794871,55.17541284403671,38.55205128205129,,,,,,,,,,,,-89.40794871794871
109,157.0,Mt-266,266.13737599999996,0.0001,1.7MS +18 -16,127.79,1.4403669724770642,0.44036697247706424,0.6942675159235668,0.30573248407643316,1.1723853211009174,0.8139490445859873,184.06449541284405,88.72044585987261,56.27449541284404,39.069554140127394,0.5899208985963701,0.40956291685990026,0.4100791014036299,0.5904370831400998,-108.58992089859638,-108.4095629168599,0.0017,1.7,-3.0,0.0,,-88.72044585987261
109,158.0,,,,,129.15,1.4495412844036697,0.4495412844036697,0.689873417721519,0.310126582278481,1.1848623853211009,0.8174050632911393,187.20825688073396,89.09715189873418,58.05825688073394,40.05284810126582,,,,,,,,,,,,-89.09715189873418
109,159.0,Mt-268,268.138392,0.0001,0.07S +10 -3,,1.4587155963302751,0.45871559633027514,0.6855345911949685,0.3144654088050315,,,,,,,0.5929773756530918,0.4065065028062076,0.40702262434690817,0.5934934971937924,-108.59297737565309,-108.40650650280621,0.07,7.0,-2.0,0.0,,
109,160.0,,,,,130.71,1.4678899082568808,0.4678899082568808,0.68125,0.31875,1.1991743119266056,0.8169375000000001,191.8678899082569,89.0461875,61.1578899082569,41.6638125,,,,,,,,,,,,-89.0461875
109,161.0,Mt-270,270.14045899999996,0.0001,5.0MS +24 -3,131.1,1.4770642201834863,0.47706422018348627,0.6770186335403726,0.3229813664596274,1.2027522935779815,0.8142857142857143,193.64311926605504,88.75714285714285,62.543119266055044,42.34285714285715,0.5959862532105937,0.4034937987574827,0.40401374678940627,0.5965062012425173,-108.5959862532106,-108.40349379875748,0.005,5.0,-3.0,0.0,,-88.75714285714285
109,162.0,,,,,133.58,1.4862385321100917,0.4862385321100917,0.6728395061728395,0.3271604938271605,1.2255045871559633,0.824567901234568,198.53174311926608,89.87790123456791,64.95174311926606,43.702098765432105,,,,,,,,,,,,-89.87790123456791
109,163.0,,,,,134.51,1.4954128440366972,0.49541284403669716,0.6687116564417178,0.3312883435582822,1.2340366972477064,0.8252147239263803,201.1479816513761,89.94840490797546,66.63798165137614,44.56159509202453,,,,,,,,,,,,-89.94840490797546
109,164.0,,,,,137.16,1.5045871559633028,0.5045871559633028,0.6646341463414634,0.33536585365853655,1.258348623853211,0.8363414634146341,206.3691743119266,91.16121951219512,69.20917431192662,45.99878048780487,,,,,,,,,,,,-91.16121951219512
109,165.0,Mt-274,274.147193,0.0002,0.45S +81 -18,138.63,1.5137614678899083,0.5137614678899083,0.6606060606060606,0.33939393939393936,1.271834862385321,0.8401818181818181,209.852752293578,91.57981818181818,71.22275229357798,47.05018181818181,0.6018664579213838,0.3975966297783687,0.3981335420786162,0.6024033702216314,-108.60186645792139,-108.39759662977836,0.45,4.5,-1.0,0.0,,-91.57981818181818
109,166.0,Mt-275,275.148542,0.0002,10MS +50 -5,141.21,1.5229357798165137,0.5229357798165137,0.6566265060240963,0.34337349397590367,1.2955045871559634,0.8506626506024096,215.05376146788993,92.72222891566265,73.8437614678899,48.48777108433736,0.6033104838331289,0.3961496550470545,0.3966895161668711,0.6038503449529455,-108.60331048383313,-108.39614965504705,0.01,1.0,-2.0,0.0,,-92.72222891566265
109,167.0,Mt-276,276.15121899999997,0.0002,0.72S +87 -25,142.77,1.5321100917431192,0.5321100917431192,0.6526946107784432,0.34730538922155685,1.309816513761468,0.8549101796407186,218.73935779816514,93.18520958083833,75.96935779816513,49.58479041916168,0.6047411291709707,0.3947112759259629,0.39525887082902933,0.6052887240740371,-108.60474112917098,-108.39471127592596,0.72,7.2,-1.0,0.0,,-93.18520958083833
109,168.0,,,,,145.6,1.5412844036697249,0.5412844036697249,0.6488095238095238,0.35119047619047616,1.3357798165137613,0.8666666666666666,224.41100917431194,94.46666666666667,78.81100917431193,51.133333333333326,,,,,,,,,,,,-94.46666666666665
109,169.0,,,,,129.31,1.5504587155963303,0.5504587155963303,0.6449704142011834,0.3550295857988166,1.1863302752293579,0.7651479289940829,200.48981651376147,83.40112426035503,71.17981651376147,45.90887573964498,,,,,,,,,,,,-83.40112426035503
109,179.0,,,,,147.25,1.6422018348623852,0.6422018348623852,0.6089385474860335,0.3910614525139665,1.3509174311926606,0.8226256983240223,241.8142201834862,89.66620111731844,94.56422018348623,57.58379888268157,,,,,,,,,,,,-89.66620111731844
110,157.0,Ds-267,267.14414700000003,0.0001,3US AP,133.92,1.4272727272727272,0.42727272727272725,0.7006369426751592,0.2993630573248408,1.2174545454545453,0.8529936305732483,191.14036363636362,93.82929936305732,57.22036363636363,40.09070063694268,0.5876976971537392,0.41176271775102746,0.4123023028462608,0.5882372822489725,-109.58769769715374,-109.41176271775103,,,,0.0,,-93.82929936305732
110,158.0,,,,,133.65,1.4363636363636363,0.4363636363636363,0.6962025316455697,0.30379746835443033,1.215,0.8458860759493672,191.97,93.04746835443039,58.31999999999999,40.60253164556961,,,,,,,,,,,,-93.04746835443039
110,159.0,Ds-269,269.144958118,0.0,170US +160 -60,134.84,1.4454545454545455,0.44545454545454555,0.6918238993710691,0.30817610062893086,1.225818181818182,0.8480503144654088,194.90509090909092,93.28553459119496,60.06509090909093,41.55446540880504,0.5907597196388511,0.4087016928319096,0.4092402803611489,0.5912983071680904,-109.59075971963885,-109.40870169283191,,,,0.0,,-93.28553459119496
110,160.0,Ds-270,270.144659,0.0001,0.10MS +14 -4,134.68,1.4545454545454546,0.4545454545454546,0.6875,0.3125,1.2243636363636363,0.84175,195.89818181818183,92.5925,61.218181818181826,42.087500000000006,0.5922752668598937,0.40718924596617695,0.40772473314010627,0.592810754033823,-109.5922752668599,-109.40718924596618,0.0001,1.0,-4.0,0.0,,-92.5925
110,161.0,Ds-271,271.145946,0.0,1.63MS +44 -29,135.95,1.4636363636363636,0.4636363636363636,0.6832298136645962,0.31677018633540377,1.2359090909090908,0.8444099378881987,198.98136363636362,92.88509316770185,63.03136363636363,43.06490683229814,0.5937761651063004,0.4056855786440562,0.4062238348936996,0.5943144213559438,-109.5937761651063,-109.40568557864405,0.00163,1.63,-3.0,0.0,,-92.88509316770185
110,162.0,Ds-272,272.146021,0.0002,8.6MS,136.02,1.4727272727272727,0.47272727272727266,0.6790123456790124,0.32098765432098764,1.2365454545454546,0.8396296296296297,200.32036363636365,92.35925925925928,64.30036363636363,43.66074074074074,0.595268670123235,0.404194776009604,0.40473132987676497,0.5958052239903959,-109.59526867012323,-109.4041947760096,0.0086,8.6,-3.0,0.0,,-92.35925925925928
110,163.0,Ds-273,273.148576,0.0001,0.17MS +17 -6,138.38,1.481818181818182,0.4818181818181819,0.6748466257668712,0.32515337423312884,1.258,0.8489570552147239,205.054,93.38527607361962,66.674,44.99472392638037,0.5967448279869487,0.40271123361082434,0.4032551720130513,0.5972887663891757,-109.59674482798695,-109.40271123361083,0.00017,1.7,-4.0,0.0,,-93.38527607361962
110,164.0,,,,,139.18,1.490909090909091,0.49090909090909096,0.6707317073170732,0.3292682926829268,1.2652727272727273,0.8486585365853659,207.50472727272728,93.35243902439025,68.32472727272729,45.82756097560975,,,,,,,,,,,,-93.35243902439025
110,165.0,,,,,141.62,1.5,0.5,0.6666666666666666,0.33333333333333337,1.2874545454545454,0.8583030303030303,212.43,94.41333333333333,70.81,47.20666666666667,,,,,,,,,,,,-94.41333333333334
110,166.0,,,,,142.54,1.509090909090909,0.509090909090909,0.6626506024096386,0.3373493975903614,1.2958181818181818,0.8586746987951807,215.10581818181817,94.45421686746988,72.56581818181817,48.08578313253012,,,,,,,,,,,,-94.45421686746988
110,167.0,,,,,145.23,1.518181818181818,0.5181818181818181,0.6586826347305389,0.3413173652694611,1.3202727272727273,0.8696407185628742,220.48554545454542,95.66047904191616,75.25554545454544,49.569520958083835,,,,,,,,,,,,-95.66047904191616
110,168.0,,,,,146.28,1.5272727272727273,0.5272727272727273,0.6547619047619048,0.34523809523809523,1.3298181818181818,0.8707142857142858,223.40945454545457,95.77857142857142,77.12945454545455,50.50142857142857,,,,,,,,,,,,-95.77857142857142
110,169.0,Ds-279,279.159508,0.0002,0.18S +5 -3,149.13,1.5363636363636364,0.5363636363636364,0.650887573964497,0.34911242603550297,1.3557272727272727,0.8824260355029585,229.11790909090908,97.06686390532543,79.98790909090908,52.063136094674554,0.6053886583006873,0.3940399551069563,0.39461134169931267,0.6059600448930438,-109.60538865830068,-109.39403995510696,0.18,1.8,-1.0,0.0,,-97.06686390532543
