Z,N,Mass,Mass Uncertainty (%),M,N/P,Adj. N/P,P/N,Adj. P/N,M/P,M/N,M*N/P,M*P/N,Adj. M*N/P,Adj. M*P/N,N/Mass,P/Mass,Adj. N/Mass,Adj. P/Mass,Adj. N/Mass - Z,Adj. P/Mass - Z,(-ZM/N)^Adj. P/Mass,-ZM/N
0.7777777777777778,0.6639999999999999,0.723819677963036,0.0,0.35950744602734874,0.5061573259612968,0.3671497584541063,0.297785282847308,0.5093632958801498,0.6449770524471216,0.6735076148742106,0.42307331583603935,0.37586096598926444,0.6526633262325489,0.5631327734777587,0.6562448772832048,0.41697830629958554,0.343755122716795,0.5830216937004145,0.2223341958110553,0.22228960030333267,0.7466958548168071,0.6241390340107353
0.4814814814814815,0.304,0.38396277141967067,0.25,0.4977791210098098,0.19768786127167615,0.028148148148148186,0.6382028376248028,0.05151515151515148,0.5731515773245468,0.4821653998737607,0.6570738909038534,0.354401108189362,0.979119643905146,0.9653552462690294,0.31368839508048163,0.7524073898173498,0.6863116049195177,0.24759261018265066,0.519178999974387,0.5180525731732443,0.5898773174574446,0.6455988918106378
0.13580246913580246,0.16000000000000003,0.1575269495197842,0.15,0.7346510585044226,0.7429445766746003,0.6705882352941175,0.13072476656291687,0.7846153846153845,0.4030198799043899,0.5369872082562492,0.7165950630121081,0.7819273967269884,0.7371750451855272,0.7212069698257543,0.8073729422074103,0.1757773602844317,0.1926270577925897,0.8242226397155674,0.8632214563305282,0.8654690541699677,0.4697786290955371,0.21807260327301156
0.35802469135802467,0.36800000000000005,0.3740113306549499,0.0,0.19378437561713813,0.6997522708505368,0.6152380952380954,0.15718096931969772,0.7410256410256411,0.11900266026811324,0.2966089389899418,0.16352659946790804,0.3179376354044988,0.26736487166188283,0.1999959613582759,0.8084036707456042,0.23413737053517325,0.19159632925439563,0.7658626294648263,0.6412399289353392,0.6428912801568207,0.9039630205280177,0.6820623645955008
0.7037037037037036,0.52,0.6056271975650538,0.1,0.4552272759508973,0.34516928158546656,0.16084656084656082,0.45192542538467806,0.25539906103286375,0.6692756006302509,0.6518984282420413,0.5712552850452158,0.39241683643084047,0.8705743236006261,0.8136873322257216,0.49255154934025747,0.5828801314565442,0.5074484506597423,0.41711986854345584,0.2967443023337242,0.2960303372751345,0.6496103295226164,0.6075831635691593
0.9753086419753086,0.88,0.935907255585894,0.0,0.8822841393998444,0.5801428085685143,0.4619607843137255,0.2392864261510863,0.6057471264367817,0.9470327424694774,0.9539609905770734,0.8878137397650447,0.8915813254407371,0.9196782058093076,0.9045152362633261,0.7255074426383685,0.3494363046744797,0.2744925573616308,0.6505636953255203,0.02484311558410557,0.02473380334698727,0.28507157794061433,0.1084186745592629
0.6543209876543209,0.696,0.6942575960010072,0.0,0.3043537083932968,0.7892622709904971,0.7299435028248588,0.10398408850767604,0.828673835125448,0.5490505168028332,0.6606448036149062,0.23425347151835196,0.4452903610056055,0.24998313253316173,0.2280665971151764,0.8891562614129724,0.1718722518165765,0.11084373858702712,0.828127748183423,0.34506227944479373,0.3464623947283654,0.8353340474972117,0.5547096389943944
0.4814814814814815,0.32,0.393756630399385,0.0,0.35844910526562723,0.2416184971098263,0.028148148148148047,0.577029404372958,0.049275362318840554,0.45473197364074214,0.3672644128845054,0.5420246973894212,0.2111508312667153,0.9733268533917574,0.9576680110075815,0.36777201431502604,0.6975598363061772,0.6322279856849742,0.3024401636938232,0.5190411787255051,0.5181862792230718,0.6812262081822416,0.7888491687332845
0.6296296296296297,0.5359999999999999,0.5857655644883872,0.0,0.10938988291696172,0.4971098265895957,0.3555555555555555,0.305408187504949,0.49680365296803647,0.4024087917880351,0.4465049488873547,0.20347162006954256,0.12592681921424453,0.5322773494756121,0.4075112097203578,0.6449075947605709,0.42343441123963244,0.3550924052394293,0.5765655887603671,0.3703490204603922,0.370564198686007,0.8986944039818058,0.8740731807857551
0.3333333333333333,0.28,0.30995948134285595,0.0,0.2268646163951168,0.4592748292170259,0.3070707070707071,0.33850274918934176,0.44227642276422746,0.10394835633998945,0.14449870544139576,0.3292030302890059,0.2178432311109213,0.649339176999121,0.5421143097153567,0.594597665798914,0.4490188072010235,0.4054023342010853,0.5509811927989761,0.6664490929375099,0.667082503500209,0.8269994169197932,0.7821567688890781
0.8765432098765432,0.7919999999999999,0.842154358067613,0.0,0.5739141914767563,0.5790856542301628,0.4606060606060604,0.24007707129094413,0.6044444444444446,0.7883599890798263,0.8158987452527409,0.5942474397587749,0.6072586118641887,0.7101188159522005,0.6551254132876697,0.7236494902797843,0.34968219520963606,0.27635050972021546,0.650317804790363,0.12350513944296404,0.12359342853452548,0.6006876840700011,0.3927413881358112
0.4444444444444444,0.312,0.37400090937888286,0.0,0.27023803938555135,0.29025598678777875,0.09047619047619043,0.5152215799614641,0.15111111111111108,0.33545658000303036,0.2642713200806076,0.45397808918978877,0.1438966954070433,0.9024765993296471,0.8523323532896083,0.42318106348454876,0.6377741130114787,0.576818936515451,0.3622258869885209,0.5558964633495148,0.555404607654795,0.7457707351392692,0.8561033045929564
0.6419753086419753,0.6639999999999999,0.6695803574130387,0.0,0.21427472562242988,0.7479569463823001,0.6770114942528737,0.12775215951159324,0.7895131086142321,0.48187546203946696,0.599474939569552,0.15802661847645127,0.3563987404726252,0.21429399135434135,0.16931225833947727,0.8579553447487123,0.20383090600970943,0.14204465525128773,0.7961690939902897,0.3574739498738203,0.35874201476475154,0.8932450641588424,0.6436012595273745
