Z,N,Nuclide,Mass,Mass Uncertainty (%),Half Life,M
81,98.0,Tl-180,179.990056524,0.0,1.5S 2,-8.28
81,99.0,Tl-181,180.986259452,0.0,3.2S 3,-9.26
81,100.0,Tl-182,181.985667104,0.0,3.1S 10,-12.799
81,101.0,Tl-183,182.98219056,0.0,6.9S 7,-13.31
81,102.0,Tl-184,183.981873122,0.0,11S 1,-16.587
81,103.0,Tl-185,184.978791304,0.0,19.5S 5,-16.873
81,104.0,Tl-186,185.97866383,0.0,27.5S 10,-19.758
81,105.0,Tl-187,186.975905934,0.0,51S AP,-19.887
81,106.0,Tl-188,187.976009782,0.0,71S 2,-22.443
81,107.0,Tl-189,188.973588458,0.0,2.3M 2,-22.336
81,108.0,Tl-190,189.973901033,0.0,2.6M 3,-24.602
81,109.0,,,,,-24.38
81,110.0,Tl-192,191.972225,0.0,10.8M 2,-26.283
81,111.0,Tl-193,192.970692228,0.0,21.6M 8,-25.87
81,112.0,Tl-194,193.9712,0.0001,33.0M 5,-27.477
81,113.0,Tl-195,194.969773881,0.0,1.16H 5,-26.937
81,114.0,Tl-196,195.970481179,0.0,1.84H 3,-28.155
81,115.0,Tl-197,196.969574551,0.0,2.84H 4,-27.497
81,116.0,Tl-198,197.970483092,0.0,5.3H 5,-28.34
81,117.0,Tl-199,198.969877,0.0,7.42H 8,-27.49
81,118.0,Tl-200,199.970963346,0.0,26.1H 1,-28.059
81,119.0,Tl-201,200.970818,0.0,3.0421D 17,-27.048
81,120.0,Tl-202,201.972103411,0.0,12.31D 8,-27.179
81,121.0,Tl-203,202.97234333,0.0,-1.0,-25.986
81,122.0,Tl-204,203.973862624,0.0,3.78Y 2,-25.7608
81,123.0,Tl-nat,204.3833,0.0001,,-24.3456
81,123.0,Tl-205,204.97442652,0.0,-1.0,-24.3456
81,124.0,Tl-206,205.976109308,0.0,4.202M 11,-23.8203
81,125.0,Tl-207,206.977419033,0.0,4.77M 2,-22.2528
81,126.0,Tl-208,207.982015599,0.0,3.053M 4,-21.033
81,127.0,Tl-209,208.985359151,0.0,2.20M 7,-16.7492
81,128.0,Tl-210,209.990072896,0.0,1.30M 3,-13.638
81,129.0,Tl-211,210.993616,0.0001,,-9.246
81,130.0,Tl-212,211.998442,0.0002,,-6.08
81,131.0,,,,,-1.55
81,132.0,,,,,1.784
81,133.0,,,,,6.47
81,134.0,,,,,9.91
81,135.0,,,,,14.72
81,136.0,,,,,18.31
81,137.0,,,,,23.09
82,96.0,Pb-178,178.003831351,0.0,230US,3.569
82,97.0,Pb-180,179.997922683,0.0,4.4MS 11,2.05
82,98.0,Pb-181,180.996668212,0.0,45MS 20,-1.93
82,99.0,Pb-182,181.992677693,0.0,55MS 40,-3.12
82,100.0,Pb-183,182.991874351,0.0,535MS 30,-6.8260000000000005
82,101.0,Pb-184,183.988134622,0.0,490MS 23,-7.5710000000000015
82,102.0,Pb-185,184.987609812,0.0,6.3S 4,-11.052
82,103.0,Pb-186,185.984238141,0.0,4.83S 5,-11.541
82,104.0,Pb-187,186.983907313,0.0,15.2S 3,-14.682
82,105.0,Pb-188,187.980873853,0.0,25.1S 1,-14.987
82,106.0,Pb-189,188.980807,0.0,51S 3,-17.815
82,107.0,Pb-190,189.978080693,0.0,71S 1,-17.88
82,108.0,Pb-191,190.978265,0.0,1.33M 8,-20.416
82,109.0,Pb-192,191.975784595,0.0,3.5M 1,-20.24
82,110.0,Pb-193,192.976173234,0.0,,-22.565
82,111.0,Pb-194,193.974010908,0.0,12.0M 5,-22.19
82,112.0,Pb-195,194.97454205,0.0,15M AP,-24.207
82,113.0,Pb-196,195.972773264,0.0,37M 3,-23.713
82,114.0,Pb-197,196.973431152,0.0,8M 2,-25.361
82,115.0,Pb-198,197.972033108,0.0,2.4H 1,-24.749
82,116.0,Pb-199,198.972912663,0.0,90M 10,-26.05
82,117.0,Pb-200,199.971813321,0.0,21.5H 4,-25.232
82,118.0,Pb-201,200.972884512,0.0,9.33H 3,-26.251
82,119.0,Pb-202,201.972155228,0.0,52.5E+3Y 28,-25.259
82,120.0,Pb-203,202.973389849,0.0,51.92H 3,-25.94
82,121.0,Pb-204,203.9730427,0.0,1.4E+17Y GE,-24.786
82,122.0,Pb-205,204.974480874,0.0,1.73E+7Y 7,-25.1094
82,123.0,Pb-206,205.9744644,0.0,-1.0,-23.7697
82,124.0,Pb-207,206.975896007,0.0,-1.0,-23.7851
82,125.0,Pb-nat,207.2,0.0483,,-22.4515
82,125.0,Pb-208,207.976651189,0.0,-1.0,-22.4515
82,126.0,Pb-209,208.981089197,0.0,3.253H 14,-21.7481
82,127.0,Pb-210,209.984187586,0.0,22.20Y 22,-17.6141
82,128.0,Pb-211,210.988737232,0.0,36.1M 2,-14.728
82,129.0,Pb-212,211.991891449,0.0,10.64H 1,-10.4913
82,130.0,Pb-213,212.996563786,0.0,10.2M 3,-7.5472
82,131.0,Pb-214,213.999804941,0.0,26.8M 9,-3.202
82,132.0,,,,,-0.1808
82,133.0,Pb-215,215.00487,0.0001,36S 1,4.42
82,134.0,,,,,7.48
82,135.0,,,,,12.24
82,136.0,,,,,15.45
82,137.0,,,,,20.28
82,138.0,,,,,23.67
83,101.0,Bi-184,184.001274755,0.0,13MS 2,1.19
83,101.0,Bi-185,184.997513,0.0001,58US 4,1.19
83,102.0,Bi-186,185.996597625,0.0,9.8MS 4,-2.24
83,103.0,Bi-187,186.99314518,0.0,32MS 3,-3.13
83,104.0,Bi-188,187.992269118,0.0,265MS 10,-6.382999999999999
83,105.0,Bi-189,188.989196291,0.0,674MS 11,-7.185
83,106.0,Bi-190,189.98863455,0.0,6.3S 1,-10.065
83,107.0,Bi-191,190.985786154,0.0,12.3S 5,-10.599
83,108.0,Bi-192,191.985457954,0.0,34.6S 9,-13.24
83,109.0,Bi-193,192.9829598,0.0,67S 3,-13.54
83,110.0,Bi-194,193.982857844,0.0,95S 3,-15.873
83,111.0,Bi-195,194.980648629,0.0,183S 4,-16.04
83,112.0,Bi-196,195.980666509,0.0,5.13M 20,-18.026
83,113.0,Bi-197,196.97886523,0.0,9.33M 50,-18.009
83,114.0,Bi-198,197.979206,0.0,10.3M 3,-19.687
83,115.0,Bi-199,198.977671506,0.0,27M 1,-19.369
83,116.0,Bi-200,199.978130694,0.0,36.4M 5,-20.797
83,117.0,Bi-201,200.977009077,0.0,103M 3,-20.371
83,118.0,Bi-202,201.97773226,0.0,1.71H 4,-21.415
83,119.0,Bi-203,202.976892538,0.0,11.76H 5,-20.741
83,120.0,Bi-204,203.977835958,0.0,11.22H 10,-21.524
83,121.0,Bi-205,204.977386033,0.0,15.31D 4,-20.646
83,122.0,Bi-206,205.978498251,0.0,6.243D 3,-21.064
83,123.0,Bi-207,206.978469746,0.0,32.9Y 14,-20.028
83,124.0,Bi-208,207.979741254,0.0,3.68E+5Y 4,-20.0541
83,125.0,Bi-nat,208.9804,0.0,,-18.8697
83,125.0,Bi-209,208.980397792,0.0,1.9E+19Y 2,-18.8697
83,126.0,Bi-210,209.98411943,0.0,5.012D 5,-18.2582
83,127.0,Bi-211,210.987269065,0.0,2.14M 2,-14.7915
83,128.0,Bi-212,211.991282623,0.0,60.55M 6,-11.858
83,129.0,Bi-213,212.994384864,0.0,45.59M 6,-8.117
83,130.0,Bi-214,213.998710744,0.0,19.9M 4,-5.23
83,131.0,,,,,-1.2
83,132.0,Bi-215,215.001769805,0.0,7.7M 2,1.649
83,133.0,Bi-216,216.006305972,0.0,2.25M 8,5.874
83,134.0,Bi-217,217.00954,0.0001,93S 3,8.73
83,135.0,Bi-218,218.014146,0.0002,33S 1,13.216
83,136.0,,,,,16.28
83,137.0,,,,,20.82
83,138.0,,,,,24.1
83,139.0,,,,,28.67
83,140.0,,,,,32.14
83,141.0,,,,,36.77
84,102.0,,,,,4.09
84,103.0,Po-187,187.003043307,0.0,1.40MS 25,2.83
84,103.0,Po-188,187.999415942,0.0,0.30MS 5,2.83
84,104.0,Po-189,188.998475975,0.0,3.5MS 5,-0.544
84,105.0,Po-190,189.99510038,0.0,2.45MS 5,-1.422
84,106.0,Po-191,190.994572941,0.0,22MS 1,-4.564
84,107.0,Po-192,191.991334963,0.0,0.0332MS 14,-5.069
84,108.0,Po-193,192.991025678,0.0,0.42S 4,-8.071
84,109.0,Po-194,193.988184795,0.0,0.392S 4,-8.36
84,110.0,Po-195,194.988114532,0.0,4.64S 9,-11.005
84,111.0,Po-196,195.985535488,0.0,5.73S 23,-11.06
84,112.0,Po-197,196.985659522,0.0,53.6S 10,-13.483
84,113.0,Po-198,197.983388008,0.0,1.77M 3,-13.36
84,114.0,Po-199,198.983666243,0.0,5.47M 15,-15.473
84,115.0,Po-200,199.98179782,0.0,11.5M 1,-15.214
84,116.0,Po-201,200.982259792,0.0,15.3M 2,-16.954
84,117.0,Po-202,201.980756688,0.0,44.7M 5,-16.525
84,118.0,Po-203,202.981416116,0.0,36.7M 5,-17.924
84,119.0,Po-204,203.980304767,0.0,3.53H 2,-17.311
84,120.0,Po-205,204.981203322,0.0,1.74H 8,-18.341
84,121.0,Po-206,205.980477194,0.0,8.8D 1,-17.509
84,122.0,Po-207,206.981592485,0.0,5.80H 2,-18.188
84,123.0,Po-208,207.981244812,0.0,2.898Y 2,-17.145
84,124.0,Po-209,208.982429554,0.0,102Y 5,-17.4692
84,125.0,Po-210,209.982872793,0.0,138.376D 2,-16.3656
84,126.0,Po-211,210.986652272,0.0,0.516S 3,-15.9527
84,127.0,Po-212,211.988867077,0.0,0.299US 2,-12.4321
84,128.0,Po-213,212.992856428,0.0,4.2US 8,-10.369000000000002
84,129.0,Po-214,213.995200408,0.0,164.3US 20,-6.653
84,130.0,Po-215,214.999420261,0.0,1.781MS 4,-4.4696
84,131.0,,,,,-0.5401
84,132.0,Po-216,216.001908784,0.0,0.145S 2,1.784
84,133.0,Po-217,217.006319051,0.0,1.46S 5,5.885
84,134.0,Po-218,218.008972569,0.0,3.098M 12,8.3588
84,135.0,Po-219,219.013517,0.0001,,12.681
84,136.0,Po-220,220.016382,0.0001,,15.263
84,137.0,,,,,19.774
84,138.0,,,,,22.49
84,139.0,,,,,27.08
84,140.0,,,,,29.91
84,141.0,,,,,34.53
84,142.0,,,,,37.55
84,143.0,,,,,42.28
85,106.0,At-191,191.004145629,0.0,1.7MS +11 -5,3.864
85,107.0,At-192,192.003133883,0.0,88MS 6,2.94
85,107.0,At-193,192.999929672,0.0,28MS +5 -4,2.94
85,108.0,At-194,193.999249128,0.0,40MS AP,-0.068
85,109.0,At-195,194.996268131,0.0,328MS 20,-0.7120000000000001
85,110.0,At-196,195.995788077,0.0,253MS 9,-3.4760000000000004
85,111.0,At-197,196.993189174,0.0,0.388S 6,-3.91
85,112.0,At-198,197.992860362,0.0,4.1S 3,-6.34
85,113.0,At-199,198.990528937,0.0,7.03S 15,-6.72
85,114.0,At-200,199.990351015,0.0,43S 1,-8.823
85,115.0,At-201,200.988417277,0.0,83S 2,-8.988
85,116.0,At-202,201.988630302,0.0,184S 1,-10.789
85,117.0,At-203,202.986941527,0.0,7.4M 2,-10.591
85,118.0,At-204,203.98725019,0.0,9.22M 13,-12.163
85,119.0,At-205,204.986074522,0.0,26.9M 8,-11.875
85,120.0,At-206,205.986657035,0.0,30.6M 8,-12.97
85,121.0,At-207,206.985800091,0.0,1.80H 4,-12.429
85,122.0,At-208,207.986613198,0.0,1.63H 3,-13.227
85,123.0,At-209,208.986169605,0.0,5.41H 5,-12.47
85,124.0,At-210,209.987146832,0.0,8.1H 4,-12.882
85,125.0,At-211,210.987495338,0.0,7.214H 7,-11.972
85,126.0,At-212,211.990736411,0.0,0.314S 2,-11.6468
85,127.0,At-213,212.992935702,0.0,125NS 6,-8.6278
85,128.0,At-214,213.99637079,0.0,558NS 10,-6.579
85,129.0,At-215,214.998652173,0.0,0.10MS 2,-3.379
85,130.0,,,,,-1.255
85,131.0,At-216,216.002420152,0.0,0.30MS 3,2.258
85,132.0,At-217,217.004719035,0.0,32.3MS 4,4.396
85,133.0,At-218,218.008693541,0.0,1.5S 3,8.099
85,134.0,At-219,219.011161973,0.0,56S 3,10.397
85,135.0,At-220,220.015407711,0.0,3.71M 4,14.376
85,136.0,At-221,221.01805,0.0001,2.3M 2,16.783
85,137.0,At-222,222.02216,0.0001,54S 10,20.953000000000007
85,138.0,At-223,223.02509,0.0002,50S 7,23.428
85,139.0,,,,,27.711
85,140.0,,,,,30.4
85,141.0,,,,,34.61
85,142.0,,,,,37.48
85,143.0,,,,,41.68
85,144.0,,,,,44.82
86,107.0,Rn-193,193.009710524,0.0,1.15MS 27,9.043
86,108.0,Rn-194,194.0061442,0.0,0.78MS 16,5.723
86,109.0,Rn-195,195.005436151,0.0,6MS +3 -2,5.05
86,110.0,Rn-196,196.002115036,0.0,3S +7 -2,1.971
86,111.0,Rn-197,197.001584754,0.0,66MS 16,1.48
86,111.0,Rn-198,197.998677851,0.0,65MS 3,1.48
86,112.0,Rn-199,198.998378856,0.0,0.59S 3,-1.23
86,113.0,Rn-200,199.995700017,0.0,0.96S 3,-1.5
86,114.0,Rn-201,200.99562801,0.0,7.1S 8,-4.0139999999999985
86,115.0,Rn-202,201.993263153,0.0,10.0S 3,-4.07
86,116.0,Rn-203,202.993386869,0.0,44S 2,-6.274
86,117.0,Rn-204,203.991428953,0.0,1.23M 2,-6.159
86,118.0,Rn-205,204.991718826,0.0,170S 4,-7.983
86,119.0,Rn-206,205.99021325,0.0,5.67M 17,-7.71
86,120.0,Rn-207,206.990730237,0.0,9.25M 17,-9.115
86,121.0,Rn-208,207.989629115,0.0,24.35M 14,-8.635
86,122.0,Rn-209,208.990414741,0.0,28.8M 9,-9.655
86,123.0,Rn-210,209.989692309,0.0,2.4H 1,-8.929
86,124.0,Rn-211,210.990599833,0.0,14.6H 2,-9.605
86,125.0,Rn-212,211.990702638,0.0,23.9M 12,-8.755
86,126.0,Rn-213,212.993881786,0.0,25.0MS 2,-8.658999999999999
86,127.0,Rn-214,213.995361673,0.0,0.27US 2,-5.698
86,128.0,Rn-215,214.9987446,0.0,2.30US 10,-4.319
86,129.0,,,,,-1.168
86,130.0,Rn-216,216.000273476,0.0,45US 5,0.253
86,131.0,Rn-217,217.003926822,0.0,0.54MS 5,3.659
86,132.0,Rn-218,218.005600324,0.0,35MS 5,5.2178
86,133.0,Rn-219,219.009480477,0.0,3.96S 1,8.8309
86,134.0,Rn-220,220.011387723,0.0,55.6S 1,10.6136
86,135.0,Rn-221,221.015537967,0.0,25.7M 5,14.473
86,136.0,Rn-222,222.017577269,0.0,3.8235D 3,16.374000000000002
86,137.0,Rn-223,223.021895915,0.0,24.3M 4,20.39
86,138.0,Rn-224,224.024085082,0.0,107M 3,22.445
86,139.0,Rn-225,225.028508696,0.0,4.66M 4,26.534
86,140.0,Rn-226,226.030852862,0.0,7.4M 1,28.747
86,141.0,Rn-227,227.035292476,0.0,20.8S 7,32.886
86,142.0,Rn-228,228.037841642,0.0,65S 2,35.243
86,143.0,,,,,39.362
86,144.0,,,,,42.05
86,145.0,,,,,46.45
87,112.0,Fr-199,199.007258179,0.0,12MS +10 -4,6.76
87,113.0,Fr-200,200.006574461,0.0,49MS 4,6.13
87,114.0,Fr-201,201.00386658,0.0,67MS 3,3.6
87,115.0,Fr-202,202.003395565,0.0,300MS,3.09
87,116.0,Fr-203,203.000941947,0.0,0.549S 15,0.8759999999999999
87,117.0,Fr-204,204.000652059,0.0,1.7S 3,0.607
87,117.0,Fr-205,204.998593989,0.0,3.92S 4,0.607
87,118.0,Fr-206,205.998666132,0.0,16S AP,-1.31
87,119.0,Fr-207,206.996948656,0.0,14.8S 1,-1.242
87,120.0,Fr-208,207.997133003,0.0,59.1S 3,-2.844
87,121.0,Fr-209,208.995953593,0.0,50.0S,-2.6660000000000004
87,122.0,Fr-210,209.99642246,0.0,3.18M 6,-3.768
87,123.0,Fr-211,210.995555481,0.0,3.10M 2,-3.333
87,124.0,Fr-212,211.996225548,0.0,20.0M 6,-4.14
87,125.0,Fr-213,212.99618545,0.0,34.6S 3,-3.516
87,126.0,Fr-214,213.998970267,0.0,5.0MS 2,-3.553
87,127.0,,,,,-0.958
87,128.0,Fr-215,215.000340562,0.0,86NS 5,0.318
87,129.0,Fr-216,216.003188589,0.0,0.70US 2,2.971
87,130.0,Fr-217,217.004631006,0.0,19US 3,4.315
87,131.0,Fr-218,218.007577377,0.0,1.0MS 6,7.059
87,132.0,Fr-219,219.009251751,0.0,20MS 2,8.619
87,133.0,Fr-220,220.012324299,0.0,27.4S 3,11.483
87,134.0,Fr-221,221.014254995,0.0,4.9M 2,13.279000000000002
87,135.0,Fr-222,222.017551223,0.0,14.2M 3,16.35
87,136.0,Fr-223,223.019736138,0.0,22.00M 7,18.384
87,137.0,Fr-224,224.023243678,0.0,3.33M 10,21.795
87,138.0,Fr-225,225.025566599,0.0,4.0M 2,23.821
87,139.0,Fr-226,226.029385761,0.0,49S 1,27.541
87,140.0,Fr-227,227.031835468,0.0,2.47M 3,29.686
87,141.0,Fr-228,228.035734,0.0001,39S 1,33.369
87,142.0,Fr-229,229.038450256,0.0,50.2S 4,35.674
87,143.0,Fr-230,230.042404423,0.0,19.1S 5,39.511
87,144.0,Fr-231,231.045398,0.0002,17.6S 6,42.06399999999999
87,145.0,Fr-232,232.049492,0.0001,5.5S 6,45.99
87,146.0,,,,,49.03
88,113.0,Ra-201,201.012712,0.0001,1.6MS +77 -7,11.84
88,114.0,Ra-202,202.009758438,0.0,0.7MS 3,9.091
88,115.0,Ra-203,203.009293274,0.0,31MS +17 -9,8.67
88,116.0,Ra-204,204.006501453,0.0,57MS +11 -5,6.0470000000000015
88,117.0,Ra-205,205.006268245,0.0,210MS +60 -40,5.84
88,118.0,Ra-206,206.00382693,0.0,0.24S 2,3.5660000000000003
88,119.0,Ra-207,207.003798287,0.0,1.2S 1,3.54
88,120.0,Ra-208,208.001840152,0.0,1.3S 2,1.715
88,121.0,Ra-209,209.0019914,0.0,4.7S 2,1.85
88,122.0,Ra-210,210.000493199,0.0,3.7S 2,0.46
88,123.0,Ra-211,211.000893197,0.0,13S 2,0.8320000000000001
88,123.0,Ra-212,211.999781143,0.0,13.0S 2,0.8320000000000001
88,124.0,,,,,-0.199
88,125.0,Ra-213,213.000384489,0.0,2.74M 6,0.358
88,126.0,Ra-214,214.00010293,0.0,2.46S 3,0.093
88,127.0,Ra-215,215.002719143,0.0,1.55MS 7,2.5340000000000003
88,128.0,Ra-216,216.003532142,0.0,182NS 10,3.2910000000000004
88,129.0,Ra-217,217.006319443,0.0,1.6US 2,5.888
88,130.0,Ra-218,218.007139347,0.0,25.2US 3,6.651
88,131.0,Ra-219,219.010084193,0.0,10MS 3,9.395
88,132.0,Ra-220,220.011027489,0.0,18MS 2,10.271
88,133.0,Ra-221,221.013916484,0.0,28S 2,12.964
88,134.0,Ra-222,222.015373673,0.0,36.17S 10,14.322
88,135.0,Ra-223,223.018502444,0.0,11.435D 4,17.2348
88,136.0,Ra-224,224.020205547,0.0,3.66D 4,18.8273
88,137.0,Ra-225,225.023612748,0.0,14.9D 2,21.9943
88,138.0,Ra-226,226.025409353,0.0,1600Y 7,23.6696
88,139.0,Ra-227,227.029177373,0.0,42.2M 5,27.1795
88,140.0,Ra-228,228.031074994,0.0,5.75Y 3,28.9422
88,141.0,Ra-229,229.034949372,0.0,4.0M 2,32.549
88,142.0,Ra-230,230.03705476,0.0,93M 2,34.516
88,143.0,Ra-231,231.041037037,0.0,103S 3,38.216
88,144.0,Ra-232,232.043476203,0.0,250S 50,40.497
88,145.0,Ra-233,233.047866,0.0002,30S 5,44.322
88,146.0,Ra-234,234.050619,0.0002,30S 10,46.89
88,147.0,,,,,51.2
89,117.0,Ac-206,206.014527698,0.0,22MS +9 -5,13.46
89,118.0,Ac-207,207.011967049,0.0,27MS +11 -6,11.15
89,119.0,Ac-208,208.011550405,0.0,95MS +24 -16,10.76
89,120.0,Ac-209,209.009494892,0.0,98MS +59 -27,8.84
89,121.0,Ac-210,210.009436051,0.0,0.35S 4,8.79
89,122.0,Ac-211,211.007734077,0.0,0.25S 5,7.2
89,123.0,Ac-212,212.007808043,0.0,0.93S 5,7.28
89,124.0,Ac-213,213.00660768,0.0,0.80S 5,6.16
89,125.0,Ac-214,214.00691854,0.0,8.2S 2,6.445
89,126.0,Ac-215,215.006474269,0.0,0.17S 1,6.0310000000000015
89,127.0,Ac-216,216.008743478,0.0,440US 16,8.145
89,128.0,Ac-217,217.009343282,0.0,69NS 4,8.704
89,129.0,Ac-218,218.011640574,0.0,1.08US 9,10.84
89,130.0,Ac-219,219.012419454,0.0,11.8US 15,11.57
89,131.0,Ac-220,220.014753577,0.0,26.4MS 2,13.744000000000002
89,132.0,Ac-221,221.015590303,0.0,52MS 2,14.52
89,133.0,Ac-222,222.017842905,0.0,5.0S 5,16.622
89,134.0,Ac-223,223.01913707,0.0,2.10M 5,17.827
89,135.0,Ac-224,224.02171976,0.0,2.78H 17,20.235
89,136.0,Ac-225,225.02322984,0.0,10.0D 1,21.639
89,137.0,Ac-226,226.026097369,0.0,29.37H 12,24.31
89,138.0,Ac-227,227.027752408,0.0,21.772Y 3,25.8511
89,139.0,Ac-228,228.031025813,0.0,6.15H 2,28.8964
89,140.0,Ac-229,229.033010706,0.0,62.7M 5,30.698
89,141.0,Ac-230,230.036292544,0.0001,122S 3,33.838
89,142.0,Ac-231,231.03855815,0.0,7.5M 1,35.76300000000001
89,143.0,Ac-232,232.042032139,0.0,119S 5,39.154
89,144.0,Ac-233,233.04453,0.0,145S 10,41.308
89,145.0,Ac-234,234.04836,0.0001,44S 7,44.841
89,146.0,,,,,47.357
89,147.0,,,,,51.22
89,148.0,,,,,54.28
90,118.0,,,,,16.67
90,119.0,Th-209,209.017752973,0.0,3.8MS +69 -15,16.54
90,120.0,Th-210,210.015092519,0.0,9MS +17 -4,14.06
90,121.0,Th-211,211.014928596,0.0,37MS +28 -11,13.91
90,122.0,Th-212,212.012986626,0.0,30MS +20 -10,12.098
90,123.0,Th-213,213.013010167,0.0,140MS 25,12.12
90,124.0,Th-214,214.011499189,0.0,100MS 25,10.712
90,125.0,Th-215,215.011724757,0.0,1.2S 2,10.922
90,126.0,Th-216,216.011050586,0.0,26.0MS 15,10.299
90,127.0,Th-217,217.013116932,0.0,0.251MS 5,12.218
90,128.0,Th-218,218.013279533,0.0,117NS 9,12.367
90,129.0,Th-219,219.015536204,0.0,1.05US 3,14.47
90,130.0,Th-220,220.015746867,0.0,9.7US 6,14.669
90,131.0,Th-221,221.018182789,0.0,1.73MS 3,16.938
90,132.0,Th-222,222.018467237,0.0,2.237MS 13,17.203
90,133.0,Th-223,223.020810563,0.0,0.60S 2,19.386
90,134.0,Th-224,224.021466,0.0,1.05S 2,19.994
90,135.0,Th-225,225.023950167,0.0,8.72M 4,22.311
90,136.0,Th-226,226.024902229,0.0,30.57M 10,23.197
90,137.0,Th-227,227.027704343,0.0,18.68D 9,25.8063
90,138.0,Th-228,228.028734823,0.0,1.912Y 2,26.7723
90,139.0,Th-229,229.031763624,0.0,7340Y 160,29.5868
90,140.0,Th-230,230.033133149,0.0,7.538E+4Y 30,30.8642
90,141.0,Th-231,231.036303708,0.0,25.52H 1,33.8175
90,142.0,Th-nat,232.03806,0.0,,35.4487
90,142.0,Th-232,232.038060026,0.0,14.05E+9Y 6,35.4487
90,143.0,Th-233,233.041586541,0.0,22.3M 1,38.7336
90,144.0,Th-234,234.04360245,0.0,24.10D 3,40.614
90,145.0,Th-235,235.047511293,0.0,7.1M 2,44.018
90,146.0,Th-236,236.04987,0.0001,37.3M 15,46.255
90,147.0,Th-237,237.053894,0.0002,4.7M 6,49.955
90,148.0,Th-238,238.056497,0.0001,9.4M 20,52.63
90,149.0,,,,,56.61
91,121.0,Pa-212,212.023202993,0.0,5.1MS +61 -19,21.61
91,122.0,Pa-213,213.021109369,0.0,5.3MS +40 -16,19.66
91,123.0,Pa-214,214.020918482,0.0,17MS 3,19.49
91,124.0,Pa-215,215.019185106,0.0,14MS 2,17.87
91,125.0,Pa-216,216.019103784,0.0,167MS 24,17.8
91,126.0,Pa-217,217.018326371,0.0,3.6MS 8,17.07
91,127.0,Pa-218,218.020058631,0.0,113US 10,18.684
91,128.0,Pa-219,219.019903787,0.0,53NS 10,18.54
91,129.0,Pa-220,220.021898705,0.0,0.78US 16,20.22
91,130.0,Pa-221,221.021874351,0.0,5.9US 17,20.38
91,131.0,Pa-222,222.023741,0.0,2.9MS +6 -4,22.16
91,132.0,Pa-223,223.023961338,0.0,5.1MS 6,22.32
91,133.0,Pa-224,224.025616337,0.0,0.79S 6,23.863000000000003
91,134.0,Pa-225,225.026129733,0.0,1.7S 1,24.34
91,135.0,Pa-226,226.027946806,0.0,1.8M 2,26.033
91,136.0,Pa-227,227.028804675,0.0,38.3M 3,26.832
91,137.0,Pa-228,228.03104827,0.0,22H 1,28.924
91,138.0,Pa-229,229.032097077,0.0,1.50D 5,29.898000000000003
91,139.0,Pa-230,230.034540035,0.0,17.4D 5,32.175
91,140.0,Pa-nat,231.03588,0.0,,33.426
91,140.0,Pa-231,231.035884277,0.0,3.276E+4Y 11,33.426
91,141.0,Pa-232,232.038585276,0.0,1.32D 2,35.948
91,142.0,Pa-233,233.040248815,0.0,26.975D 13,37.49
91,143.0,Pa-234,234.043309277,0.0,6.70H 5,40.34
91,144.0,Pa-235,235.045445066,0.0,24.1M 2,42.289
91,145.0,Pa-236,236.048682746,0.0001,9.1M 1,45.334
91,146.0,Pa-237,237.05114711,0.0,8.7M 2,47.528
91,147.0,Pa-238,238.054503929,0.0,2.3M 1,50.894
91,148.0,Pa-239,239.05726,0.0001,1.8H 5,53.34
91,149.0,,,,,56.8
91,150.0,,,,,59.69
92,125.0,U-217,217.024382652,0.0,16MS +21 -6,22.97
92,126.0,U-218,218.023522502,0.0,0.51MS +17 -10,21.912
92,127.0,U-219,219.025016432,0.0,0.08MS +10 -3,23.29
92,128.0,,,,,22.93
92,129.0,,,,,24.48
92,130.0,U-222,222.026081,0.0,1.0US +10 -4,24.22
92,131.0,U-223,223.027737909,0.0,18US +10 -5,25.84
92,132.0,U-224,224.027603882,0.0,0.7MS +5 -2,25.714
92,133.0,U-225,225.029389831,0.0,61MS 4,27.378
92,134.0,U-226,226.029337817,0.0,0.35S 15,27.329
92,135.0,U-227,227.031155482,0.0,1.1M 1,29.022
92,136.0,U-228,228.031373109,0.0,9.1M 2,29.222
92,137.0,U-229,229.033505084,0.0,58M 3,31.211
92,138.0,U-230,230.033938943,0.0,20.8D 21,31.615
92,139.0,U-231,231.036293977,0.0,4.2D 1,33.808
92,140.0,U-232,232.037149836,0.0,68.9Y 4,34.6109
92,141.0,U-233,233.039636574,0.0,159.2E+3Y 2,36.9203
92,142.0,U-234,234.040953616,0.0,2.455E+5Y 6,38.1468
92,143.0,U-235,235.043931368,0.0,703.8E+6Y 5,40.9207
92,144.0,U-236,236.045569468,0.0,2.342E+7Y 4,42.4465
92,145.0,U-237,237.048731636,0.0,6.75D 1,45.3921
92,146.0,U-nat,238.02891,0.0,,47.3091
92,146.0,U-238,238.050789466,0.0,4.468E+9Y 3,47.3091
92,147.0,U-239,239.054294518,0.0,23.45M 2,50.574
92,148.0,U-240,240.056593384,0.0,14.1H 1,52.716
92,149.0,,,,,56.2
92,150.0,U-242,242.062933,0.0001,16.8M 5,58.62
92,151.0,,,,,62.4
93,126.0,,,,,29.28
93,127.0,,,,,30.31
93,128.0,,,,,29.85
93,129.0,,,,,31.02
93,130.0,,,,,30.6
93,131.0,,,,,31.88
93,132.0,Np-225,225.033910301,0.0,,31.59
93,133.0,Np-226,226.035145,0.0,35MS 10,32.78
